"d_local","Air temperature (°C)","Wind speed (m.s-1)","Atmospheric pressure (Pa)","Shortwave radiation (W.m-2)","Longwave radiation (W.m-2)","Specific humidity (kg.kg-1)","Relative humidity (%)","Precipitation (mm)","measure_height_m","rheight_m","2m Wind speed (m.s-1)","Snow depth (cm)","Field snow depth (cm)","Snowfall probability","Snowfall (liquid equivalent, mm)"
2017-08-23,18.825,5.24305555555556,99509.5833333333,221.216594753319,355.872844759547,0.0101340992134525,74.375,0.2,10,0.12,3.33515114923929,NA,NA,8.42695943302544e-11,0
2017-08-24,14.8916666666667,3.02083333333333,100283.75,201.462955625975,331.894336516303,0.00842678363637653,81.375,0,10,0.12,1.92157715221072,NA,NA,1.14990661238192e-08,0
2017-08-25,13.5375,2.03703703703704,100922.5,204.45593125133,331.233198173114,0.00735833145841865,79.3333333333333,0,10,0.12,1.29577616394286,NA,NA,9.32599489220981e-08,0
2017-08-26,13.0875,1.55092592592593,101440.833333333,203.039073065382,328.098912694293,0.00693463994581618,77.875,0,10,0.12,0.986556852092859,NA,NA,2.00565451802494e-07,0
2017-08-27,14.0375,0.9375,101688.75,233.161038762764,319.687763772614,0.00700235909677409,75.4583333333333,0,10,0.12,0.596351529996429,NA,NA,6.53097131409625e-08,0
2017-08-28,14.9791666666667,1.06481481481481,101702.5,239.009697553596,318.80012433037,0.00717669956140027,73.7916666666667,0,10,0.12,0.677337540242858,NA,NA,2.01134916614928e-08,0
2017-08-29,15.6416666666667,1.13425925925926,101376.666666667,234.907398852421,328.362143701303,0.00836556189744442,78.6666666666667,0,10,0.12,0.72151172765,NA,NA,5.09630532875151e-09,0
2017-08-30,15.4375,1.55092592592593,100513.333333333,254.979556486684,324.346340431564,0.00794973651292138,76,0,10,0.12,0.986556852092858,NA,NA,8.63989844163523e-09,0
2017-08-31,14.2,4.62962962962963,100231.25,168.765383381268,345.147711636707,0.0074784452661985,73.9166666666667,2.6,10,0.12,2.94494582714286,NA,NA,5.96662048548716e-08,0
2017-09-01,10.475,4.4212962962963,100745.416666667,158.287222843328,311.582697417225,0.00548390442266257,71.375,0,10,0.12,2.81242326492143,NA,NA,1.43248563267656e-05,0
2017-09-02,10.9166666666667,1.35416666666667,101246.666666667,266.435239338961,281.819228671079,0.00566196037813632,74.3333333333333,0,10,0.12,0.861396654439287,NA,NA,5.88851986269543e-06,0
2017-09-03,10.7416666666667,1.45833333333333,100458.75,73.0231135602723,333.357411183174,0.00763665689330201,93.9583333333333,17.9,10,0.12,0.927657935550001,NA,NA,1.28853932344742e-06,0
2017-09-04,16.6166666666667,4.24768518518518,99552.5,132.948526448118,371.642218574864,0.00991704905935422,84,4,10,0.12,2.70198779640357,NA,NA,7.97531326791695e-10,0
2017-09-05,18.1458333333333,3.78472222222222,99469.5833333333,121.476368500656,376.968055228329,0.0108644270296256,83.25,2.1,10,0.12,2.40749321368929,NA,NA,9.87800948996997e-11,0
