"d_local","Air temperature (°C)","Wind speed (m.s-1)","Atmospheric pressure (Pa)","Shortwave radiation (W.m-2)","Longwave radiation (W.m-2)","Specific humidity (kg.kg-1)","Relative humidity (%)","Precipitation (mm)","measure_height_m","rheight_m","2m Wind speed (m.s-1)","Snow depth (cm)","Field snow depth (cm)","Snowfall probability","Snowfall (liquid equivalent, mm)"
2018-07-07,17.3916666666667,2.68518518518519,101486.666666667,307.685750647534,322.896389443438,0.00779397786216413,66.5416666666667,0,10,0.12,1.70806857974286,0,NA,1.28693810585589e-09,0
2018-07-08,20.9875,4.58333333333333,101393.75,326.111914939182,338.738887024622,0.009151334167077,61.5,0,10,0.12,2.91549636887143,0,NA,1.27259869062918e-11,0
2018-07-09,23.2333333333333,4.67592592592592,100723.75,345.590843756562,350.117371498397,0.00954532386281196,55.3333333333333,0,10,0.12,2.97439528541429,0,NA,9.34280201562031e-13,0
2018-07-10,20.7041666666667,2.30324074074074,100256.666666667,251.855809687684,366.289129620837,0.0110121369578056,72.25,7,10,0.12,1.46511054900357,0,NA,7.21127747010041e-12,0
2018-07-11,16.9333333333333,2.00231481481481,100835.833333333,321.416250943457,322.199876760013,0.00754524498006063,65.6666666666667,0,10,0.12,1.27368907023929,0,NA,2.65718112725163e-09,0
2018-07-12,18.5458333333333,1.48148148148148,101179.583333333,333.648372099581,336.946949848173,0.00946558363673417,74.4166666666667,0,10,0.12,0.942382664685716,0,NA,1.24449015229864e-10,0
2018-07-13,19.9208333333333,0.960648148148148,101275,306.059257306192,349.965405094741,0.00997408620062181,73.1666666666667,0,10,0.12,0.611076259132143,0,NA,2.00383134983938e-11,0
2018-07-14,20.5666666666667,3.13657407407407,100669.583333333,147.364752871776,391.496556827348,0.0121837094781206,81.0833333333333,0,10,0.12,1.99520079788929,0,NA,3.95318315309737e-12,0
2018-07-15,22.075,1.58564814814815,100447.5,258.556739446708,381.093190110368,0.0125541362629368,77.7916666666667,0,10,0.12,1.00864394579643,0,NA,6.33827220807151e-13,0
2018-07-16,22.3958333333333,1.73611111111111,100359.583333333,303.001227017161,364.110944501761,0.0114752065458061,71.1666666666667,0,10,0.12,1.10435468517857,0,NA,7.31905490955997e-13,0
2018-07-17,22.8583333333333,3.81944444444444,99747.5,156.477571729435,394.491561366077,0.0131961292354313,75.75,14.1,10,0.12,2.42958030739286,0,NA,2.52402843111041e-13,0
2018-07-18,16.725,3.27546296296296,100424.166666667,339.898117061863,318.204426730546,0.0073735601255122,64.4583333333333,0,10,0.12,2.08354917270357,0,NA,3.97397094556755e-09,0
2018-07-19,17.1625,2.56944444444444,100808.333333333,325.827835622715,327.195772280218,0.00800524219840923,70,0,10,0.12,1.63444493406429,0,NA,1.30231159527837e-09,0
2018-07-20,21.1791666666667,1.85185185185185,100982.916666667,328.284286182756,350.604930376795,0.010110780310343,68.4166666666667,0,10,0.12,1.17797833085714,0,NA,5.21164797600433e-12,0
2018-07-21,22.5875,2.30324074074074,100901.666666667,328.551654951196,353.460632378839,0.0109184539341735,67.1666666666667,0,10,0.12,1.46511054900357,0,NA,8.00631983288976e-13,0
2018-07-22,19.575,3.33333333333333,100915.416666667,116.24414226191,359.938200334695,0.0107829119067679,75.75,1.9,10,0.12,2.12036099554286,0,NA,2.58619070528898e-11,0
2018-07-23,23.6041666666667,3.28703703703704,101078.333333333,127.77442040088,405.984020642595,0.0152634546731093,84.2916666666667,0,10,0.12,2.09091153727143,0,NA,4.08804271579729e-14,0
2018-07-24,25.7375,3.92361111111111,101007.5,158.700074617092,415.228643531695,0.0147913349874698,72.875,0.6,10,0.12,2.49584158850357,0,NA,5.64150793936926e-15,0
2018-07-25,24.4333333333333,4.49074074074074,100345.833333333,171.929258472189,411.315508637542,0.0145411015011199,76.7916666666667,34,10,0.12,2.85659745232857,0,NA,2.49413331948221e-14,0
2018-07-26,22.2916666666667,2.11805555555556,99924.5833333333,146.696330950676,412.056344855367,0.0147051566828356,87.4166666666667,3.1,10,0.12,1.34731271591786,0,NA,1.96375058585486e-13,0
2018-07-27,22.4029476620569,2.43261982375461,100246.890660804,224.383668730487,377.483988023528,0.0130531243089557,78.3057463620694,0.366548539957899,10,0.12,1.54740965738209,0,NA,3.81115705814399e-13,0
2018-07-28,20.8916666666667,2.8587962962963,100416.25,279.205406626012,359.906540667266,0.0117964188730157,77.9583333333333,0,10,0.12,1.81850404826072,0,NA,3.31189693018397e-12,0
2018-07-29,20.0125,3.1712962962963,100624.166666667,278.82106402138,355.45519142683,0.0106779013124785,75.3333333333333,0,10,0.12,2.01728789159286,0,NA,1.4489092368763e-11,0
2018-07-30,20.3,2.90509259259259,100867.5,291.749458011983,350.256674035082,0.0106071778255734,74.0833333333333,0,10,0.12,1.84795350653215,0,NA,1.08105349381575e-11,0
2018-07-31,21.0708333333333,2.24537037037037,100906.25,279.394792836991,363.12949481148,0.0114722970304308,75.875,0,10,0.12,1.42829872616429,0,NA,3.1030829457235e-12,0
2018-08-01,22.2041666666667,2.92824074074074,100607.083333333,207.873647279325,395.669300994415,0.0130956091286196,79.1666666666667,0,10,0.12,1.86267823566786,0,NA,4.6680023083164e-13,0
2018-08-02,23.0541666666667,4.09722222222222,100489.583333333,234.432278277685,396.106204404927,0.0138877103468327,80.0833333333333,5.1,10,0.12,2.60627705702143,0,NA,1.29658153027681e-13,0
2018-08-03,22.3708333333333,2.1875,100941.25,188.166340972236,389.793266719699,0.0139591600192052,83.4166666666667,0,10,0.12,1.391486903325,0,NA,2.51741154494138e-13,0
2018-08-04,21.675,1.22685185185185,100872.083333333,250.580237854918,383.98055177984,0.013518023737238,84.8333333333333,0,10,0.12,0.780410644192858,0,NA,5.91124346184224e-13,0
2018-08-05,22.425,2.30324074074074,100854.166666667,283.227078517962,387.494774864395,0.0133025143488447,80.25,0,10,0.12,1.46511054900357,0,NA,3.10140802170199e-13,0
2018-08-06,24.9083333333333,3.26388888888889,100489.166666667,272.743994722049,398.588322331315,0.014679244706848,75.7916666666667,0,10,0.12,2.07618680813572,0,NA,1.39681033051039e-14,0
2018-08-07,22.4875,2.83564814814815,100223.75,171.895837376134,398.778280335886,0.0141075753635934,83.2916666666667,1.2,10,0.12,1.803779319125,0,NA,2.1597256698309e-13,0
2018-08-08,22.6125,1.67824074074074,100162.5,162.493369019332,399.164528278513,0.0140457824892863,82.875,0,10,0.12,1.06754286233929,0,NA,1.87992373385842e-13,0
2018-08-09,22.4125,2.96296296296296,99689.1666666667,234.950305266538,388.362249751934,0.0134124645827963,79.375,25.1,10,0.12,1.88476532937143,0,NA,3.41518344472369e-13,0
2018-08-10,18.8625,2.8125,100259.166666667,253.615987413246,340.967727611583,0.00886600356000831,67.9583333333333,0,10,0.12,1.78905458998929,0,NA,1.42400871036162e-10,0
2018-08-11,19.9416666666667,1.67824074074074,100591.25,277.71259766889,344.703568368137,0.00955320146700537,69.2083333333333,0,10,0.12,1.06754286233929,0,NA,2.77856893313081e-11,0
2018-08-12,21.0125,1.42361111111111,100973.75,282.792604269247,358.918759043499,0.010317506104115,71.1666666666667,0,10,0.12,0.90557084184643,0,NA,5.14690784509108e-12,0
2018-08-13,22.2808426550076,0.859415285946467,100755.67313286,253.866645633659,375.540084443422,0.012669623177902,77.477309807591,0.0592065699750524,10,0.12,0.546681195388261,0,NA,4.87763359247237e-13,0
2018-08-14,23.5967349521037,1.51298439831425,99992.5528592922,195.86990361291,397.543553306177,0.0147178290118081,81.3300244492492,0.564790763020427,10,0.12,0.962421931515123,0,NA,5.39295147757883e-14,0
2018-08-15,22.8074014443865,2.08293913158095,99863.7790179771,187.174848455938,392.332372047459,0.0142009622795328,81.7703002022498,1.73229110353969,10,0.12,1.32497486720825,0,NA,1.57750290055458e-13,0
2018-08-16,19.566984048672,1.99269953644153,100533.441477987,246.814794366057,353.872208055409,0.0087179684935589,62.2541959895163,0.0046566965148895,10,0.12,1.26757271187209,0,NA,8.81196868416606e-11,0
2018-08-17,19.2118857473212,1.69877701033742,100400.774083654,114.322429238749,369.391777028822,0.0116334101316008,82.8383971383428,12.1652870239748,10,0.12,1.08060615385331,0,NA,2.28010473140449e-11,0
2018-08-18,20.0716324067452,2.9093067000432,100064.446435533,201.674033961125,376.793807273588,0.0109136473393278,75.7608959911324,5.55410845754719,10,0.12,1.85063413525293,0,NA,1.28268263092982e-11,0
2018-08-19,20.7441922451717,1.78880441850517,100643.812037685,285.187782819854,340.670126737756,0.00998023283301579,67.7858769728649,0,10,0.12,1.13787333529592,0,NA,1.01856627899647e-11,0
2018-08-20,21.0172378038577,1.62635560932411,100942.661189454,239.612548166208,351.719350670276,0.0105368470877525,69.8669102217579,0.0059871812334334,10,0.12,1.03453829966796,0,NA,5.74709145273657e-12,0
2018-08-21,20.935764228444,2.77469246242369,100552.899100831,202.275613690115,361.293234100631,0.0105609961878267,70.1981659102546,0.0006652423592719,10,0.12,1.76500490158499,0,NA,6.25736157042275e-12,0
2018-08-22,19.6006646655062,5.61298868285654,99352.8154980472,118.405373140133,389.299375907816,0.0114279397580285,79.4471309509798,4.43264548366599,10,0.12,3.57046868146575,0,NA,1.78828499810873e-11,0
2018-08-23,17.4444319763567,3.54529660839319,100120.311674706,242.258384937227,332.115684598595,0.00788378487722993,65.7492587686506,0,10,0.12,2.25519259382019,0,NA,1.28297738628306e-09,0
2018-08-24,20.3125,3.87731481481481,100883.75,267.062408392701,348.566047794404,0.0108468632119676,74.1666666666667,0,10,0.12,2.46639213023215,0,NA,1.05423040091502e-11,0
2018-08-25,20.8833333333333,2.31481481481481,101224.583333333,233.418505030684,361.628826575373,0.0107411662881515,73,0,10,0.12,1.47247291357143,0,NA,5.23580767412924e-12,0
2018-08-26,20.3166666666667,2.80092592592593,100635.416666667,125.902839021801,383.613299637671,0.011807513931412,79.625,2.5,10,0.12,1.78169222542143,0,NA,6.41264047007791e-12,0
2018-08-27,21.775,2.01388888888889,100585,180.022733900171,388.267270749649,0.0135838699877556,84.7083333333333,0,10,0.12,1.28105143480714,0,NA,5.19193369609271e-13,0
2018-08-28,24.6,4.1087962962963,100097.083333333,132.174864714786,414.829731722097,0.0164190877896185,85.2916666666667,8.9,10,0.12,2.61363942158929,0,NA,9.17540371778202e-15,0
2018-08-29,22.4458333333333,2.47685185185185,100082.083333333,142.223474261984,399.075881209713,0.0149548796903101,87.4583333333333,15,10,0.12,1.57554601752143,0,NA,1.57417481645874e-13,0
2018-08-30,15.6666666666667,3.7037037037037,101015.416666667,191.419327654921,351.326770794163,0.00846975687073236,77.2083333333333,0,10,0.12,2.35595666171429,0,NA,5.60980428062341e-09,0
2018-08-31,14.7166666666667,1.37731481481481,101650.833333333,264.867756418424,310.631434281666,0.007593918260573,76.2916666666667,0,10,0.12,0.876121383575001,0,NA,2.32548988645842e-08,0
2018-09-01,20.4958333333333,3.32175925925926,101356.25,122.399194118703,386.943896651141,0.011565082952414,77.875,0.4,10,0.12,2.112998630975,0,NA,5.83075279231421e-12,0
2018-09-02,21.2083333333333,2.89351851851852,101030,121.06792045918,394.206624359221,0.013719835147229,87.6666666666667,27.3,10,0.12,1.84059114196429,0,NA,8.84503433025326e-13,0
2018-09-03,23.4541666666667,3.06712962962963,100927.083333333,136.79254615305,412.40460119708,0.0163440629837613,91.1666666666667,8.4,10,0.12,1.95102661048215,0,NA,2.72050167303394e-14,0
2018-09-04,20.1458333333333,1.86342592592593,101454.166666667,228.655998842849,345.704013858875,0.0108699920829902,77,0,10,0.12,1.185340695425,0,NA,1.03335524033677e-11,0
2018-09-05,22.7166666666667,2.82407407407407,100982.5,177.181940735498,395.548994258187,0.013723143312462,79,2.9,10,0.12,1.79641695455714,0,NA,2.30045334244294e-13,0
2018-09-06,20.1458333333333,3.24074074074074,100960.416666667,201.752016518587,364.123608368732,0.010981428239392,74.4583333333333,0.5,10,0.12,2.061462079,0,NA,1.29895620525601e-11,0
2018-09-07,14.3166666666667,1.41203703703704,101263.75,240.191847164494,312.967917737884,0.00734872297828668,76.7083333333333,0,10,0.12,0.898208477278573,0,NA,3.93704603411527e-08,0
2018-09-08,10.7708333333333,3.59953703703704,101491.666666667,231.91455570821,285.101078467385,0.00518667721162967,66.5833333333333,0,10,0.12,2.28969538060357,0,NA,1.45286277302625e-05,0
2018-09-09,8.1375,1.52777777777778,101805,250.780764431248,269.714480097171,0.00483467536676821,76.7083333333333,0,10,0.12,0.971832122957144,0,NA,0.000239282831220459,0
2018-09-10,10.9125,2.26851851851852,101739.166666667,166.604163834095,312.442367258572,0.00576961750505467,74.2916666666667,0.5,10,0.12,1.4430234553,0,NA,5.94547016306434e-06,0
2018-09-11,15.0791666666667,1.94444444444444,101172.083333333,35.2035545112498,382.828139885446,0.00997058861445718,93.625,17.3,10,0.12,1.2368772474,0,NA,2.9311382652329e-09,0
2018-09-12,18.0541666666667,0.729166666666666,101560.833333333,160.031348276615,369.271470292594,0.0101965162811773,82.2083333333333,0,10,0.12,0.463828967775,0,NA,1.23457394878191e-10,0
2018-09-13,17.0875,0.636574074074074,101630.833333333,228.332928247651,338.624912221879,0.00990776601650225,84.0833333333333,0,10,0.12,0.404930051232143,0,NA,4.07542864261589e-10,0
2018-09-14,18.5666666666667,0.787037037037037,101400.833333333,217.376378924292,348.93963187006,0.0105901013558153,82.3333333333333,0,10,0.12,0.500640790614286,0,NA,5.92651305809598e-11,0
2018-09-15,19.9375,1.75925925925926,101161.666666667,206.999128599219,356.506292385454,0.0123840206861903,85.0416666666667,0,10,0.12,1.11907941431429,0,NA,6.72206981921491e-12,0
2018-09-16,19.8,1.23842592592593,101261.25,179.582689468781,372.589403439093,0.0121659682208262,86.2916666666667,0,10,0.12,0.787773008760716,0,NA,7.29195084555817e-12,0
2018-09-17,21.7666666666667,3.41435185185185,100515.416666667,203.200264014303,367.935432327115,0.0125317213739456,79.125,0,10,0.12,2.17189754751786,0,NA,8.68290551074682e-13,0
2018-09-18,16.5375,4.38657407407407,99981.25,68.9700018921353,378.832689855978,0.0105842966839323,86.375,0.8,10,0.12,2.79033617121786,0,NA,7.20104337862068e-10,0
2018-09-19,10.925,2.73148148148148,100778.333333333,71.8553565182156,355.860435169914,0.00706141996692201,87.375,0,10,0.12,1.73751803801429,0,NA,1.79949983791161e-06,0
2018-09-20,10.7416666666667,1.15740740740741,101418.333333333,134.397367602442,337.301538123371,0.00692058304361106,88.2916666666667,0,10,0.12,0.736236456785715,0,NA,2.14579135019059e-06,0
2018-09-21,15.5,6.07638888888889,100237.916666667,80.0490952343626,366.517079226321,0.00997615011277764,89.2916666666667,20.5,10,0.12,3.86524139812501,0,NA,2.39172732387443e-09,0
2018-09-22,12.3791666666667,5,100807.083333333,188.611955586302,313.246522811254,0.00593361819377687,65.1666666666667,0,10,0.12,3.18054149331429,0,NA,1.70895803580031e-06,0
2018-09-23,8.04583333333333,3.19444444444445,101551.25,124.410030064678,307.06022379574,0.0051665282081486,78.3333333333333,0,10,0.12,2.03201262072857,0,NA,0.000235250353221049,0
2018-09-24,6.89166666666667,3.03240740740741,102508.333333333,214.763963249327,263.160928939487,0.00371050436459745,64.75,0,10,0.12,1.92893951677857,0,NA,0.00405092853688886,0
2018-09-25,10.7333333333333,5.18518518518519,101632.083333333,62.4417477960618,330.963272704201,0.00658603724400322,81.8333333333333,4.7,10,0.12,3.29833932640001,0,NA,3.88260637927708e-06,0
2018-09-26,18.2791666666667,5.27777777777778,99935.8333333333,58.7097254032552,388.153295946907,0.0119157765462293,89.1666666666667,6,10,0.12,3.35723824294286,0,NA,4.80573993309661e-11,0
2018-09-27,11.0125,1.21527777777778,101071.25,193.396742504841,288.836919223939,0.00593467416167889,75.4583333333333,0,10,0.12,0.773048279625001,0,NA,4.64890128578006e-06,0
2018-09-28,14.4458333333333,2.92824074074074,100723.333333333,171.695310799805,333.426394830132,0.00799629352387728,79.375,0.2,10,0.12,1.86267823566786,0,NA,2.58133244750475e-08,0
2018-09-29,12.1375,3.20601851851852,101044.583333333,160.237445035621,320.179989978079,0.00687598756016383,79.75,1.2,10,0.12,2.03937498529643,0,NA,6.46704967831828e-07,0
2018-09-30,9.3375,2.70833333333333,101530.833333333,112.161198360526,318.027132592946,0.00610329575116174,85.0416666666667,0.4,10,0.12,1.72279330887857,0,NA,2.08189730910607e-05,0
2018-10-01,8.52916666666667,1.05324074074074,101826.25,171.065880157436,297.334373961728,0.00531183499827294,80.4166666666667,0.3,10,0.12,0.669975175675001,0,NA,9.86705854741402e-05,0
2018-10-02,8.125,3.0787037037037,101219.166666667,15.2567303491002,343.544824540256,0.00613614834505482,91.5416666666667,7.3,10,0.12,1.95838897505,0,NA,6.41001340876651e-05,0
2018-10-03,10.0083333333333,2.21064814814815,100857.083333333,67.9060970010517,355.543838495629,0.00691301704853782,91.0833333333333,0,10,0.12,1.40621163246072,0,NA,4.69386278071546e-06,0
2018-10-04,14.1291666666667,4.58333333333333,100160.416666667,54.1310352437225,342.873639590774,0.00867751685845467,83.9583333333333,2.2,10,0.12,2.91549636887143,0,NA,2.67060681265207e-08,0
2018-10-05,5.1625,2.46527777777778,101525,170.709388466183,261.80589517355,0.00339274483768184,64.5833333333333,0,10,0.12,1.56818365295357,0,NA,0.0451473694200719,0
2018-10-06,8.7375,1.35416666666667,101067.916666667,56.5930559864396,337.675122199027,0.00560961337767026,79.0833333333333,0.2,10,0.12,0.861396654439287,0,NA,8.29346227663856e-05,0
2018-10-07,7.91666666666667,3.57638888888889,101562.916666667,116.739888520059,327.822633695301,0.00558612484767365,85.25,0.8,10,0.12,2.27497065146786,0,NA,0.000151465682450204,0
2018-10-08,7.9125,2.48842592592593,101982.5,86.382392936782,323.630893727777,0.00552552847979888,84.2083333333333,4.5,10,0.12,1.58290838208929,0,NA,0.000167330050768898,0
2018-10-09,18.6291666666667,3.78472222222222,100887.5,70.4238195705272,389.710951584385,0.0117972414707276,87.4583333333333,5.6,10,0.12,2.40749321368929,0,NA,3.42143831600865e-11,0
2018-10-10,13.0958333333333,3.99305555555556,100577.916666667,29.0874939331877,379.104962995863,0.00908229013673124,94,10.3,10,0.12,2.54001577591072,0,NA,4.6439054197622e-08,0
2018-10-11,9.72083333333333,2.24537037037037,99411.6666666667,12.3602353576683,376.432887064904,0.00741575215515282,97.7916666666667,26.3,10,0.12,1.42829872616429,0,NA,3.84926302806252e-06,0
2018-10-12,8.15,3.83101851851852,99275.8333333333,68.8140367772121,325.087238429485,0.00541669860543951,79.3333333333333,0,10,0.12,2.43694267196072,0,NA,0.000185642892936907,0
2018-10-13,4.86666666666667,2.41898148148148,99910,113.75984078849,282.302363866712,0.0042939887389011,80.125,0.1,10,0.12,1.53873419468215,0,NA,0.0174082413075427,0
2018-10-14,5.39583333333333,3.04398148148148,100945.833333333,131.734820283395,266.915765496498,0.00399212137549515,74.125,0,10,0.12,1.93630188134643,0,NA,0.0142117148034385,0
2018-10-15,7.975,3.88888888888889,100187.916666667,46.6057184486752,318.248750264945,0.00577147044545593,85.125,8.4,10,0.12,2.4737544948,0,NA,0.000141085975805145,0
2018-10-16,5.39583333333333,6.41203703703704,100181.25,82.9121691297395,279.636619869239,0.00361444361398895,65,0.5,10,0.12,4.07874997059286,0,NA,0.0317337904921437,0
2018-10-17,6.075,5.20833333333333,99773.75,115.308351572371,275.837459777828,0.0041324170060615,69.7916666666667,2.3,10,0.12,3.31306405553572,0,NA,0.00810609422096039,0
2018-10-18,1.00416666666667,4.89583333333333,101038.333333333,109.777160175271,253.947965717815,0.00240697385263661,60.0833333333333,0,10,0.12,3.11428021220358,0,NA,0.961455134445284,0
2018-10-19,7.81666666666667,5.12731481481481,100295.416666667,127.718718574121,299.252949807891,0.00429920793963135,63.9583333333333,0,10,0.12,3.26152750356072,0,NA,0.00118390780946198,0
2018-10-20,9.4625,6.71296296296297,98900.4166666667,98.0686361906748,304.894702543636,0.00479685526649877,64.375,1.5,10,0.12,4.27017144935715,0,NA,0.000112114810149474,0
2018-10-21,1.55,4.74537037037037,100080.416666667,96.4755639453872,258.886873836649,0.00273960450827039,64.9583333333333,0.1,10,0.12,3.01856947282143,0,NA,0.881660557473551,0.1
2018-10-22,-0.158333333333333,2.34953703703704,100940.833333333,98.5643824488236,244.545044491573,0.00264462935130138,72.4583333333333,0,10,0.12,1.494560007275,0,NA,0.976842347778484,0
2018-10-23,3.75416666666667,3.13657407407407,100862.083333333,122.064983158153,270.518635649853,0.00375185417847912,76.8333333333333,2.9,10,0.12,1.99520079788929,0,NA,0.102626590194055,0
2018-10-24,1.63333333333333,3.22916666666667,100860.833333333,98.9431548707802,283.43577996065,0.00376043671188655,88.875,4.9,10,0.12,2.05409971443215,0,NA,0.434933568199273,0
2018-10-25,0.170833333333333,3.77314814814815,100781.666666667,104.791846680402,267.599614312952,0.00275070808785979,72.25,0,10,0.12,2.40013084912143,0,NA,0.964312846725774,0
2018-10-26,-0.4625,3.64583333333333,100897.916666667,110.640538490025,230.722433692323,0.00222569868282216,62.4166666666667,0,10,0.12,2.319144838875,0,NA,0.99378543133991,0
2018-10-27,-0.3,3.83101851851852,101037.916666667,102.931405666675,256.354100442375,0.00275710368543437,75.875,7.5,10,0.12,2.43694267196072,0,NA,0.974275493166114,7.5
2018-10-28,2.64166666666667,3.90046296296296,99700,14.0702814391483,319.964704239566,0.00444895135267755,95.4583333333333,9.4,10,0.12,2.48111685936786,0,NA,0.0931302317202239,0
2018-10-29,4.64166666666667,1.73611111111111,99615,34.3791674752269,320.255973179908,0.00506477835826013,94.7916666666667,2.2,10,0.12,1.10435468517857,0,NA,0.00645772194652218,0
2018-10-30,2.91666666666667,3.98148148148148,100424.583333333,49.936687688822,294.966230838082,0.00390038760576622,83.5833333333333,0,10,0.12,2.53265341134286,0,NA,0.16868159439782,0
2018-10-31,1.90416666666667,1.74768518518519,100430.833333333,16.9834869786077,300.044441493601,0.00409217424807974,92.9166666666667,7,10,0.12,1.11171704974643,0,NA,0.267493881613662,0
2018-11-01,4.91164146321938,1.8755622902208,100259.72041157,27.3663074863561,324.314742544232,0.00512620403037044,95.0133265524859,0.301995727077809,10,0.12,1.19306073746857,0,NA,0.00433532542198795,0
2018-11-02,4.25416666666667,3.56481481481481,99721.25,11.6472519751619,333.648012502131,0.0049982111001597,96.5,15,10,0.12,2.2676082869,0,NA,0.00953339738524125,0
2018-11-03,4.19583333333333,4.79166666666667,99457.5,10.2825572195834,333.787315038816,0.00490055771517934,94.375,21.2,10,0.12,3.04801893109286,0,NA,0.0124947284954287,0
2018-11-04,2.08,3.95555555555556,102010.4,84.3013726890917,263.667252687365,0.00315903084308267,73.88,0,10,0.12,2.51616171471086,0,NA,0.612539613440915,0
2018-11-05,2.07916666666667,3.36805555555555,101892.916666667,54.3148512720248,294.086092083572,0.00367628932034761,83.75,2.8,10,0.12,2.14244808924643,0,NA,0.394335292833507,0
2018-11-06,8.02247026631782,4.2383423878268,99971.6647101093,11.1236548036339,332.552588009108,0.00610592591192226,90.1124977915594,9.94882494639794,10,0.12,2.69604476547118,0,NA,8.42356679998113e-05,0
2018-11-07,9.06666666666667,8.42592592592593,99547.9166666667,52.699498296034,310.270514072982,0.005177259751246,71.5416666666667,1.5,10,0.12,5.35980140540001,0,NA,0.000102786884869991,0
2018-11-08,5.3875,6.11111111111111,100934.583333333,65.3883744315762,291.75594056084,0.00401290789955533,72.625,0.3,10,0.12,3.88732849182858,0,NA,0.0164211931141295,0
2018-11-09,0.7375,2.47685185185185,101497.916666667,54.571079675113,271.240476067221,0.00355329047789101,89.5,4.4,10,0.12,1.57554601752143,0,NA,0.720133720136854,4.4
2018-11-10,1.63333333333333,8.00925925925926,99735.8333333333,38.8464539812431,288.007435937314,0.00342592820844621,78.5833333333333,14,10,0.12,5.09475628095715,0,NA,0.660270525389192,14
2018-11-11,-3.225,6.33101851851852,101255.833333333,90.6658634144958,225.84051297486,0.00193884443134462,65.6666666666667,0.5,10,0.12,4.02721341861786,0,NA,0.999829609961461,0.5
2018-11-12,-2.40833333333333,1.38888888888889,101741.25,78.2499262300692,236.668119235381,0.00238511429715358,75.9166666666667,0,10,0.12,0.883483748142858,1,NA,0.99864588210351,0
2018-11-13,-0.0416666666666667,3.98148148148148,100677.916666667,32.6134195669886,292.471449044722,0.00346395535532698,89.9166666666667,7.5,10,0.12,2.53265341134286,0,NA,0.881451727701248,7.5
2018-11-14,-9.89583333333333,6.22685185185185,101714.166666667,90.955512913639,190.951559468736,0.00112615279450945,63.625,0.2,10,0.12,3.96095213750715,0,NA,0.999999988337357,0.2
2018-11-15,-8.45,1.53935185185185,102263.333333333,85.7529622944132,214.651986505655,0.00135741248384178,69.6666666666667,0,10,0.12,0.979194487525002,1,NA,0.999999845720532,0
2018-11-16,-4.39583333333333,2.96296296296296,99937.9166666667,23.322354863703,285.892570153095,0.00229497328801509,83.4583333333333,10.1,10,0.12,1.88476532937143,1,NA,0.999837857852748,10.1
2018-11-17,-2.225,4.21296296296296,100506.25,62.63113400704,260.064613464987,0.00270769261320222,82.8333333333333,0,10,0.12,2.6799007027,8,NA,0.99673833343312,0
2018-11-18,-9.6375,2.22222222222222,101656.25,87.4128767318107,200.633085768348,0.00133555640914266,74.5,0,10,0.12,1.41357399702857,6,NA,0.999999955326039,0
2018-11-19,-2.5875,2.88194444444444,100857.083333333,37.2088202745489,272.677824968471,0.00274052084816851,86.3333333333333,0.9,10,0.12,1.83322877739643,7,NA,0.997317647193593,0.9
2018-11-20,-7.1875,3.4837962962963,100492.083333333,37.6711454366428,270.208370909054,0.00191663638519172,86.2083333333333,4.3,10,0.12,2.216071734925,5,NA,0.999995945280533,4.3
2018-11-21,-8.65,4.76851851851852,100305,38.7461906930782,227.55646694948,0.00165558301988535,80.2083333333333,1.6,10,0.12,3.03329420195715,11,NA,0.999999699479631,1.6
2018-11-22,-15.7625,5.34722222222222,101776.25,91.4011275277055,166.757241619934,0.000714809900172593,64.7083333333333,0,10,0.12,3.40141243035,13,NA,0.999999999996714,0
2018-11-23,-12.5541666666667,2.95138888888889,101937.083333333,90.4430561074626,202.975901158052,0.001006495719717,68.9583333333333,0,10,0.12,1.87740296480357,12,NA,0.999999999555968,0
2018-11-24,-4.01666666666667,1.73611111111111,100646.25,79.9933934076043,244.494389023688,0.00187523445642573,65.4583333333333,0,10,0.12,1.10435468517857,10,NA,0.999945226539292,0
2018-11-25,1.97083333333333,1.13425925925926,100055.416666667,15.4906780214851,322.294855762298,0.004193498528045,95.2083333333333,6.6,10,0.12,0.721511727650002,8,NA,0.212884538938864,0
2018-11-26,2.15833333333333,2.28009259259259,100140,35.365089808849,313.905043893765,0.00414137097697711,93.125,2.2,10,0.12,1.45038581986786,2,NA,0.200287252332435,0
2018-11-27,-0.0541666666666667,5.76388888888889,98725,16.4264687110246,298.752727062522,0.00361873494393152,94.0416666666667,17.7,10,0.12,3.66645755479286,1,NA,0.839245511142368,17.7
2018-11-28,0.416666666666667,4.51388888888889,98469.5833333333,30.8031101973436,303.780282250155,0.00386630769299516,96.875,10.9,10,0.12,2.87132218146429,27,NA,0.675627644225265,10.9
2018-11-29,0.0458333333333333,3.51851851851852,99952.0833333333,49.0621690087165,279.212380325698,0.00329393323334693,86.1666666666667,0,10,0.12,2.23815882862857,21,NA,0.902064329800836,0
2018-11-30,-0.804166666666667,1.77083333333333,100682.083333333,39.4925951716395,281.745153719972,0.00304936302727683,85.5,0,10,0.12,1.12644177888214,19,NA,0.970080685290493,0
2018-12-01,-1.37083333333333,1.62037037037037,101208.333333333,57.7238030696332,265.744357801646,0.00295946757100098,86.9583333333333,0,10,0.12,1.0307310395,18,NA,0.984428592749176,0
2018-12-02,0.620833333333333,2.8587962962963,99861.25,12.10400695458,311.334278898577,0.00374378184781495,92.7916666666667,12.5,10,0.12,1.81850404826072,18,NA,0.692828229661857,12.5
