date,Air temperature (°C),Wind speed (m.s-1),Atmospheric pressure (Pa),Shortwave radiation (W.m-2),Longwave radiation (W.m-2),Specific humidity (kg.kg-1),Relative humidity (%),Precipitation (mm),Snow depth (cm),Field snow depth (cm)
2019-08-09,18.3791666666667,3.19444444444444,99340.0,231.487019585719,349.894100558642,0.0108748713883887,82.6666666666667,6.4,0.0,
2019-08-10,15.275,2.87037037037037,99695.4166666667,227.941767044954,341.578736538445,0.0093410605275911,86.375,2.4,0.0,
2019-08-11,18.2166666666667,3.62268518518518,100145.833333333,229.531957124682,352.824276451474,0.0093221054427498,73.875,0.0,0.0,
2019-08-12,20.375,2.92824074074074,100001.25,215.301934253685,372.811609308812,0.0118730134394319,79.4583333333333,2.4,0.0,
2019-08-13,19.0458333333333,2.04861111111111,99910.4166666667,236.377398666528,350.83224419169,0.0099087816754421,74.25,0.0,0.0,
2019-08-14,16.2833333333333,2.44212962962963,100395.0,235.005042844297,335.5112621325,0.0079423903857264,71.0833333333333,0.0,0.0,
2019-08-15,14.7291666666667,1.00694444444444,100830.416666667,285.177718202314,321.359913693732,0.0071828992343194,73.6666666666667,0.0,0.0,
2019-08-16,17.6583333333333,1.12268518518519,100682.916666667,231.742974838278,357.642923293947,0.0105574403964957,84.375,1.9,0.0,
2019-08-17,20.1833333333333,1.25,100510.416666667,116.023971399387,389.966235741687,0.0137245666333541,92.875,5.3,0.0,
2019-08-18,21.2125,1.8287037037037,100490.833333333,201.099140664875,385.84205886134,0.0136582757077864,88.1666666666667,0.5,0.0,
2019-08-19,21.925,3.35648148148148,100142.916666667,156.110920635289,388.997632899774,0.0136343949144214,83.25,0.1,0.0,
2019-08-20,18.4583333333333,2.62731481481482,100690.833333333,287.394181772347,330.991115536905,0.0095234675423383,75.4583333333333,0.0,0.0,
2019-08-21,17.6916666666667,2.06018518518519,100190.0,114.940245968339,371.398302017467,0.0118197371593426,92.0833333333333,10.3,0.0,
2019-08-22,20.4958333333333,2.95138888888889,99856.6666666667,210.934357390868,376.210857018167,0.0127224503260369,84.5833333333333,0.0,0.0,
2019-08-23,15.9458333333333,2.68518518518519,100560.833333333,224.401960360626,341.700573373906,0.008226742934066,75.3333333333333,0.0,0.0,
2019-08-24,15.6208333333333,1.95601851851852,101382.916666667,186.466124417508,339.36130613306,0.0083309647575415,78.1666666666667,0.0,0.0,
2019-08-25,15.0416666666667,1.16898148148148,101760.833333333,274.26422190171,318.515023585723,0.0077452895356329,77.375,0.0,0.0,
2019-08-26,15.8666666666667,0.972222222222222,101412.5,276.311863922182,322.072659181178,0.0079817234510833,75.7916666666667,0.0,0.0,
2019-08-27,16.5541666666667,1.70138888888889,100689.166666667,275.32071805057,321.658413940611,0.0082131107743779,75.0416666666667,0.0,0.0,
2019-08-28,18.8208333333333,2.25694444444444,100157.5,113.104992348926,384.020598171202,0.0115228347623767,84.7083333333333,6.8,0.0,
2019-08-29,18.8125,2.56944444444444,100047.5,205.717226923813,365.379562345705,0.0112406830936064,84.125,0.3,0.0,
2019-08-30,17.2541666666667,4.02777777777778,100178.333333333,161.132000270597,345.471423431417,0.0090472502987685,75.3333333333333,6.3,0.0,
2019-08-31,15.1083333333333,2.41898148148148,101201.25,202.705668313916,334.828975853919,0.0080251035455967,77.5833333333333,0.0,0.0,
2019-09-01,13.4833333333333,1.21527777777778,101643.75,248.532550234866,308.926464634962,0.0071534845096066,78.0,0.0,0.0,
2019-09-02,16.4791666666667,3.14814814814815,100526.25,50.9242035463819,372.933446144272,0.011028610118713,94.5416666666667,15.3,0.0,
2019-09-03,14.6208333333333,2.12962962962963,100796.25,242.21535676745,324.795712453726,0.0074888904339995,73.9583333333333,0.0,0.0,
2019-09-04,17.5,5.32407407407407,99871.6666666667,118.616199063602,372.945629827818,0.0102735312689452,81.0,12.3,0.0,
2019-09-05,12.6583333333333,2.12962962962963,100874.166666667,221.237917770481,312.746049426656,0.0070012842694469,79.9166666666667,0.0,0.0,
2019-09-06,14.0125,2.28009259259259,100715.416666667,185.970551481702,335.352874246401,0.00750941579369,77.625,0.0,0.0,
2019-09-07,14.3,2.28009259259259,100005.0,192.412999647178,337.022038892213,0.0080062981134211,79.875,2.1,0.0,
2019-09-08,12.7708333333333,1.64351851851852,100544.583333333,161.899866028274,341.042654462418,0.0074869762409767,82.5416666666667,0.0,0.0,
2019-09-09,11.6416666666667,1.30787037037037,101607.5,178.591416008988,319.757759307423,0.0066753674298756,81.25,0.0,0.0,
2019-09-10,11.4375,1.48148148148148,101540.0,141.826439199917,329.772747182298,0.0073056705147015,86.5,0.9,0.0,
2019-09-11,17.65,3.62268518518519,100655.0,109.4344851101,380.645717828938,0.0111340536922266,87.9166666666667,0.9,0.0,
2019-09-12,12.475,2.28009259259259,101460.0,211.075949658242,310.595629280774,0.006606777744648,76.875,0.0,0.0,
2019-09-13,10.9083333333333,2.60416666666667,102030.416666667,241.060835202716,285.92367009997,0.0053509873900246,71.25,0.0,0.0,
2019-09-14,15.5291666666667,5.38194444444444,100853.333333333,77.2004608569682,372.720231682216,0.0086601942296331,78.375,3.7,0.0,
2019-09-15,14.375,3.28703703703704,100776.25,122.313935584615,348.298038014106,0.0076299079527703,75.5833333333333,0.0,0.0,
2019-09-16,12.9291666666667,2.46527777777778,100830.833333333,141.978923180165,325.819141871596,0.0067366930664339,75.5416666666667,0.0,0.0,
2019-09-17,9.77916666666667,1.5625,101261.25,155.805952674793,307.671545229716,0.0062587059223413,84.9166666666667,0.0,0.0,
2019-09-18,8.375,0.856481481481481,101735.416666667,229.744345525742,277.724051073461,0.005014858690376,78.7916666666667,0.0,0.0,
2019-09-19,9.65416666666667,1.5162037037037,101626.25,216.369322115421,295.329473797541,0.0054634811178994,76.9166666666667,0.0,0.0,
2019-09-20,15.3041666666667,2.62731481481481,101143.75,198.223728465913,336.150905518668,0.0077394990119633,74.2916666666667,0.0,0.0,
2019-09-21,17.5333333333333,1.18055555555555,101181.25,205.336016973193,344.210412184398,0.0099798939668735,82.2916666666667,0.0,0.0,
2019-09-22,20.2708333333333,4.14351851851852,100479.166666667,133.456157855591,372.543568270798,0.0110790913655825,76.0,0.0,0.0,
2019-09-23,21.1,3.92361111111111,99477.9166666667,37.260549744877,400.096968610249,0.0136002243970871,87.2083333333333,9.8,0.0,
2019-09-24,13.9583333333333,3.22916666666667,99636.25,47.7819443819865,376.893143296747,0.0092732240910582,91.7916666666667,0.2,0.0,
2019-09-25,11.6833333333333,1.75925925925926,100022.5,85.4237040774834,357.50890277494,0.0074037988580253,86.7916666666667,0.0,0.0,
2019-09-26,14.6541666666667,3.02083333333333,99564.1666666667,33.8024309071108,358.81255691437,0.0092795188845525,88.7083333333333,13.4,0.0,
2019-09-27,12.25,2.61574074074074,100617.083333333,167.901199822319,308.999566736238,0.0073961692795103,85.3333333333333,0.0,0.0,
2019-09-28,15.1583333333333,2.70833333333333,100501.25,45.4674553960799,376.612918575187,0.0097682649419203,90.7083333333333,6.0,0.0,
2019-09-29,8.7375,2.58101851851852,101800.416666667,200.826847843003,280.179063307995,0.0050486040455083,75.0833333333333,0.0,0.0,
2019-09-30,6.8,1.41203703703704,101747.5,172.464827516882,282.658442909621,0.0046035690284058,78.4166666666667,0.0,0.0,
2019-10-01,12.6475830036622,1.68018072953208,100136.89860223,25.3068948647243,371.221638606049,0.008743193512494,93.2347950719553,21.8222969248062,0.0,
2019-10-02,9.71823517645787,3.31340834558795,100336.377417591,83.5013167550715,339.172459038095,0.0062821058301759,79.6557694111899,0.823646257715257,0.0,
2019-10-03,4.29583333333333,1.55092592592593,101134.583333333,124.121959921841,285.734823005006,0.0038923936080945,77.7916666666667,0.0,0.0,
2019-10-04,5.07916666666667,3.64583333333333,101140.416666667,101.804840241264,305.776982438301,0.0041494110000634,78.125,2.7,0.0,
2019-10-05,3.78333333333333,1.45833333333333,101972.083333333,179.94198840547,253.076459259749,0.0037273388652979,79.5416666666667,0.0,0.0,
2019-10-06,9.125,4.00462962962963,101073.333333333,101.499872280768,307.500973660071,0.0061414491694424,81.9583333333333,0.0,0.0,
2019-10-07,13.1041666666667,3.61111111111111,100750.0,45.3367548415816,353.147144065445,0.0084873234711037,90.4166666666667,10.7,0.0,
2019-10-08,10.2666666666667,2.06018518518519,101502.083333333,172.034604858326,287.452722385002,0.0059066368551439,79.4166666666667,0.0,0.0,
2019-10-09,8.31666666666667,1.93287037037037,102027.083333333,165.385214148227,276.060978269421,0.0048558467801743,76.0416666666667,0.0,0.0,
2019-10-10,8.86666666666667,1.95601851851852,102006.25,170.161230243851,278.442888402679,0.0051082129431481,76.875,0.0,0.0,
2019-10-11,10.1083333333333,2.75462962962963,101703.75,170.351835219161,275.945233275733,0.0047872553506768,67.5833333333333,0.0,0.0,
2019-10-12,12.1041666666667,2.16435185185185,100617.5,79.6674338231227,343.75352405142,0.0063093842203382,71.7916666666667,0.0,0.0,
2019-10-13,9.49166666666667,3.4837962962963,100669.166666667,168.641836297809,290.443816695564,0.0053817051229125,75.0,0.0,0.0,
2019-10-14,8.2125,3.00925925925926,100323.75,140.944210457054,285.344945131531,0.0051664854277104,77.875,0.2,0.0,
2019-10-15,6.10833333333333,3.29861111111111,100787.083333333,137.496983332162,266.93539929341,0.0042382430034585,75.6666666666667,0.0,0.0,
2019-10-16,10.1875,4.21296296296296,100122.083333333,107.098212698444,307.92131074241,0.0046976143360909,62.7916666666667,0.0,0.0,
2019-10-17,6.9,7.56944444444444,98209.1666666667,23.8419594830564,333.287739885341,0.0057977089820819,92.0,45.8,0.0,
2019-10-18,7.225,4.43287037037037,99560.8333333333,44.0351951530365,320.628892680968,0.0052471887174417,82.6666666666667,1.2,0.0,
2019-10-19,5.08333333333333,2.77777777777778,100650.833333333,140.252586689501,269.07972759752,0.0039046684601386,73.9583333333333,0.0,0.0,
2019-10-20,4.85833333333333,1.74768518518519,100725.833333333,111.808878516818,274.85479359836,0.0042036950403808,79.5833333333333,0.0,0.0,
2019-10-21,5.37916666666667,1.00694444444444,101062.916666667,143.716151383704,271.187504850991,0.0048169351965908,88.25,0.0,0.0,
2019-10-22,11.375,3.94675925925926,100646.666666667,85.597971483481,323.388497004154,0.0054410170981761,66.5416666666667,0.1,0.0,
2019-10-23,11.225,4.47916666666667,100075.0,110.692477947146,318.076410978065,0.0064197766914295,78.0833333333333,11.4,0.0,
2019-10-24,9.85833333333333,4.89583333333333,100883.333333333,81.5408084375977,296.639219778744,0.0052108823796137,70.0833333333333,0.0,0.0,
2019-10-25,5.24583333333333,1.80555555555556,101459.166666667,82.5047250270223,283.797617321179,0.0046295568299054,85.75,0.0,0.0,
2019-10-26,4.25416666666667,1.71296296296296,101410.0,126.883009135617,272.247485319499,0.0037246159120049,76.9583333333333,0.0,0.0,
2019-10-27,5.1625,4.54861111111111,100672.083333333,14.0230803263751,317.893655724874,0.0046619822044838,83.4583333333333,24.7,0.0,
2019-10-28,9.23333333333333,1.97916666666667,100927.5,34.9460607589705,353.500470888281,0.0069177224570759,95.75,2.4,0.0,
2019-10-29,10.6,3.75,101255.0,104.810952994724,312.770416793748,0.0064434556085036,82.9166666666667,0.0,0.0,
2019-10-30,12.9916666666667,3.68055555555555,101262.083333333,29.3858413363573,360.420803142452,0.0076673678059035,82.8333333333333,0.0,0.0,
2019-10-31,12.8,2.77777777777778,99647.5,16.6425372727776,373.938600036824,0.0089694683301705,95.1666666666667,43.8,0.041666667,
2019-11-01,5.57916666666667,10.4976851851852,99400.4166666667,52.6777693192335,309.58438354645,0.0044470653629316,75.5,16.1,0.0,
2019-11-02,2.325,2.28009259259259,101062.083333333,103.514839162617,252.613479284998,0.0031463823038679,71.5833333333333,0.0,0.0,
2019-11-03,3.26,3.3,100493.6,77.364272218606,277.510226204765,0.004117195600679,85.84,2.3,0.0,
2019-11-04,3.65,3.51851851851852,101240.0,71.5694453006685,276.511774560626,0.0036132016350718,75.4583333333333,0.0,0.0,
2019-11-05,6.9,5.37037037037037,100766.666666667,19.6704334519871,316.717930262677,0.0052525421410032,85.1666666666667,9.3,0.0,
2019-11-06,2.09583333333333,4.60648148148148,101223.75,105.7095193069,242.689869036719,0.0032236333388226,73.5833333333333,0.0,0.0,
2019-11-07,-0.558333333333333,2.65046296296296,100967.916666667,29.2496949254216,281.366972453737,0.0033891504773723,93.0833333333333,5.7,1.916666667,
2019-11-08,-4.21666666666667,3.34490740740741,100927.083333333,99.1472622997999,214.947621602303,0.0022666455403656,82.2916666666667,0.8,3.041666667,
2019-11-09,-3.62083333333333,4.0625,101027.5,91.359687594279,226.327182034339,0.0021727331645468,75.75,0.0,3.0,
2019-11-10,1.79583333333333,5.70601851851852,100218.333333333,33.0291192929961,289.5544077967,0.00277253091109,64.0,0.1,1.625,
2019-11-11,-5.525,3.66898148148148,101326.25,78.1752691592677,255.501012285418,0.0017520747064858,70.8333333333333,4.6,0.583333333,
2019-11-12,-7.3,6.62037037037037,100202.916666667,47.7165941047373,260.465863330444,0.001863487531223,83.875,12.6,14.58333333,
2019-11-13,-11.825,5.50925925925926,101295.0,93.3528710503774,207.314543860687,0.0010968470644238,71.9583333333333,0.0,15.29166667,
2019-11-14,-6.825,4.45601851851852,101568.75,63.3135269415289,257.901197943995,0.0017642691628939,75.9166666666667,0.6,13.875,
2019-11-15,-1.475,6.48148148148148,100754.583333333,70.1807519091245,259.204852083425,0.0025631420798909,72.4583333333333,1.1,11.58333333,
2019-11-16,-13.1833333333333,2.55787037037037,102475.416666667,108.029454149244,179.066673559109,0.000925429184763,68.875,0.0,10.0,
2019-11-17,-11.6708333333333,1.28472222222222,101968.75,102.583597711816,202.441070442256,0.0010215824881348,67.9583333333333,0.0,10.0,
2019-11-18,-6.85833333333333,1.875,100577.916666667,86.501983652094,238.096620339848,0.0016443425749514,70.4583333333333,0.0,10.0,
2019-11-19,-0.733333333333333,1.34259259259259,99984.5833333333,25.023710329978,308.865546217231,0.0031712914035116,87.5,3.3,9.708333333,
2019-11-20,0.0875,1.18055555555556,100665.833333333,27.2946324643852,307.976137318368,0.0037337417704892,97.9166666666667,3.6,8.625,
2019-11-21,-1.7875,2.09490740740741,100902.916666667,89.8893063561736,253.752653696556,0.0029936979197512,90.375,0.1,9.0,
2019-11-22,1.45,6.99074074074074,99212.0833333333,20.5090953433509,297.778394190302,0.0035686946852212,81.4166666666667,3.8,6.083333333,
2019-11-23,-4.49166666666667,4.09722222222222,100069.166666667,81.1541526305404,224.816405274625,0.0020748542733387,75.2083333333333,0.0,4.0,
2019-11-24,-1.14166666666667,1.86342592592593,99053.75,63.2590683771546,258.662678165625,0.0027339392546482,77.3333333333333,0.0,4.0,
2019-11-25,1.17083333333333,2.93981481481481,99459.5833333333,46.8016902232495,277.047856636653,0.0035690389540706,85.5,0.1,3.0,
2019-11-26,2.975,2.75462962962963,100182.916666667,47.8255112334859,292.033787398327,0.0040340418410004,85.875,0.0,1.208333333,
2019-11-27,0.379166666666667,2.88194444444444,100168.75,37.3531293043133,284.211862561746,0.0036418491740491,92.6666666666667,17.1,0.291666667,
2019-11-28,-1.53333333333333,6.14583333333333,100392.5,64.7621247538844,271.376351945955,0.0029791283415425,87.1666666666667,5.7,3.291666667,
2019-11-29,-5.16666666666667,4.07407407407407,101497.5,73.7695713013891,214.789233716205,0.0020642294186051,79.9583333333333,0.0,4.0,
2019-11-30,-9.55833333333333,3.53009259259259,101074.583333333,83.7572720076306,184.598065889028,0.001404051135197,77.0,0.0,4.0,
2019-12-01,-10.7333333333333,2.25694444444444,100697.083333333,83.6211255966949,199.090557467085,0.0013535428416339,79.9583333333333,0.0,3.958333333,
2019-12-02,-6.55416666666667,4.93055555555556,100186.666666667,83.0928775222644,205.109297138847,0.0015533770632629,67.0833333333333,0.0,4.0,
2019-12-03,-6.57083333333333,3.27546296296296,99306.6666666667,81.6769548485334,207.728789101253,0.0017621468899631,75.625,0.0,4.0,
2019-12-04,-3.25,1.90972222222222,98670.4166666667,56.9636583354887,254.879644424568,0.002697331290754,86.8333333333333,0.9,4.0,
2019-12-05,-2.63333333333333,3.55324074074074,99299.1666666667,52.6995527449832,272.893220547442,0.0029658716841882,93.125,1.7,4.958333333,
2019-12-06,-6.14583333333333,3.46064814814815,100562.5,51.1202543781293,240.819673612396,0.0019842427001218,82.875,0.5,6.083333333,
2019-12-07,-12.275,2.03703703703704,101600.833333333,68.5687784036462,204.189429031118,0.0012530249037997,84.0416666666667,0.0,6.416666667,
2019-12-08,-5.7125,4.80324074074074,101442.916666667,54.4694560871471,235.416209959711,0.0017455402769599,71.2916666666667,0.1,6.416666667,
2019-12-09,3.05416666666667,4.47916666666667,100069.583333333,25.5356208350962,323.760099352309,0.004267860610599,88.5,7.0,4.833333333,
2019-12-10,4.6875,7.84722222222222,99375.8333333333,25.8460346520296,310.278853508576,0.004516404616962,77.5416666666667,0.8,0.458333333,
2019-12-11,-7.18333333333333,4.35185185185185,101185.833333333,80.2882614569895,208.612106158344,0.0014496906517306,65.375,0.4,0.0,
2019-12-12,-8.25833333333333,4.86111111111111,102447.083333333,75.7355254753003,192.024021010361,0.0012193731086188,60.9166666666667,0.0,0.0,
2019-12-13,-0.5125,3.90046296296296,101599.583333333,63.8744501545838,261.98273193193,0.0024640485730704,66.2083333333333,0.6,0.0,
2019-12-14,3.6625,3.66898148148148,98879.5833333333,7.87470840851977,333.994393531013,0.0048957189145421,97.2916666666667,12.3,0.083333333,
2019-12-15,-2.80416666666667,11.0648148148148,98702.0833333333,44.0515327223488,265.540367527384,0.0026622321565079,79.7916666666667,2.0,0.791666667,
2019-12-16,-8.64166666666667,5.41666666666667,101185.416666667,77.3311614114665,182.612125471017,0.001384941534066,69.7916666666667,0.0,0.291666667,
2019-12-17,-3.64583333333333,2.12962962962963,100365.0,37.5001674281238,249.019292638905,0.0022621071741084,78.2083333333333,0.7,0.208333333,
2019-12-18,-5.42916666666667,3.62268518518519,99642.9166666667,29.1734529352976,269.091911281066,0.0023344412731277,90.125,4.6,6.583333333,
2019-12-19,-16.7833333333333,8.10185185185185,101148.333333333,64.2175391101418,193.778471440996,0.0007635713272736,74.2916666666667,0.0,3.958333333,
2019-12-20,-15.0166666666667,3.53009259259259,102576.666666667,71.5204325927317,186.248955009521,0.0009049672510383,77.7916666666667,0.0,3.0,
2019-12-21,-14.9291666666667,1.25,102440.833333333,48.1794919019186,206.071808138987,0.0009868052338444,81.7083333333333,0.0,3.0,
2019-12-22,-3.34166666666667,3.13657407407407,101035.416666667,26.2653655977115,278.680470231828,0.0025165233054933,81.5,0.1,2.541666667,
2019-12-23,2.55833333333333,5.34722222222222,100190.833333333,50.5974521601363,283.627045751534,0.0035613179695157,78.0416666666667,0.0,0.791666667,
2019-12-24,-4.44583333333333,3.40277777777778,101295.833333333,74.5537746283786,215.282672899821,0.0019664987022655,72.4166666666667,0.0,0.125,
2019-12-25,-6.275,2.53472222222222,101420.833333333,48.7186316892239,241.441041473246,0.0018506332572612,78.8333333333333,0.0,0.208333333,
2019-12-26,-6.7125,3.13657407407408,101845.416666667,64.3319020953277,225.967763369729,0.0015878052595074,71.2083333333333,0.0,0.875,
2019-12-27,1.52916666666667,3.81944444444444,100649.166666667,6.37165203178985,314.884285888993,0.0039214147605201,91.9166666666667,7.2,1.0,
2019-12-28,1.5625,5.71759259259259,100886.666666667,59.6212362769531,258.27280029215,0.0034701155880389,82.1666666666667,0.0,1.0,
2019-12-29,-1.85,3.02083333333333,101335.833333333,55.6185317954441,248.623322923658,0.0024057630315665,73.0416666666667,0.0,1.0,
2019-12-30,-3.57083333333333,4.87268518518519,100710.416666667,18.7664212833742,282.463503972884,0.0022567145550974,77.3333333333333,12.0,2.125,
2019-12-31,-1.24583333333333,2.69675925925926,99445.0,22.0121517200809,296.836859286457,0.0033213574349555,94.375,7.0,13.75,
2020-01-01,-0.545833333333333,5.55555555555556,98914.5833333333,36.8131469232139,277.778078754637,0.0033355780559866,90.125,0.7,16.58333333,
2020-01-02,0.125,4.4212962962963,99609.1666666667,49.589731110257,273.762950013788,0.002994115446608,77.625,0.0,15.70833333,
2020-01-03,2.87083333333333,4.00462962962963,99535.0,32.5961103832547,303.693909718303,0.0038800229114251,82.4583333333333,0.1,9.083333333,
2020-01-04,-1.425,2.28009259259259,99655.0,39.6554186403144,271.022160378886,0.0030908250425866,89.7083333333333,1.9,5.416666667,
2020-01-05,-8.02916666666667,3.90046296296296,99887.5,56.4090010649128,239.951339564528,0.0017521136426178,79.875,0.5,8.625,
2020-01-06,-11.75,1.79398148148148,100088.75,44.9853600368734,226.657229092432,0.001437910935288,86.4166666666667,1.2,9.333333333,
2020-01-07,-7.81666666666667,2.53472222222222,100328.333333333,74.1609246108727,242.660110628929,0.0017026477221965,80.75,3.5,15.16666667,14.2
2020-01-08,-3.65416666666667,4.27083333333333,100007.083333333,41.9739704248974,267.436080482752,0.0025485740289567,86.0,2.9,14.75,
2020-01-09,-14.6083333333333,2.99768518518518,102652.916666667,85.0608457063946,196.181953689397,0.0007962763145775,65.3333333333333,0.0,11.83333333,
2020-01-10,-1.325,4.1087962962963,101463.75,20.7196698302262,300.018177824766,0.0027182155349751,73.75,0.2,10.41666667,
2020-01-11,2.92083333333333,5.01157407407407,100556.666666667,6.58468706821566,332.299300604069,0.0045823734407322,96.5,34.7,3.583333333,
2020-01-12,-7.37916666666667,6.23842592592593,100887.5,15.395183849631,270.631533818771,0.0019724604757789,87.75,22.2,2.833333333,
2020-01-13,-10.2875,1.9212962962963,102082.5,47.9040075774661,234.277648871716,0.0015097053591783,87.125,0.2,4.0,
2020-01-14,-7.33333333333333,2.12962962962963,101583.333333333,73.3589784642052,231.645722376518,0.0018712302664368,85.9583333333333,1.5,4.125,
2020-01-15,-3.77916666666667,3.22916666666667,100807.083333333,65.3013290857839,259.540300997158,0.0025871030691639,89.8333333333333,2.6,7.958333333,
2020-01-16,-5.04166666666667,4.4212962962963,100564.166666667,42.279473718866,243.543823174762,0.0023599563762902,85.7916666666667,2.8,10.16666667,
2020-01-17,-19.4666666666667,3.96990740740741,102788.75,95.9716776338439,157.445887097054,0.0005239620145489,65.6666666666667,0.0,9.875,
2020-01-18,-18.4916666666667,2.22222222222222,101820.416666667,74.8646732701932,207.27318651101,0.0007153145462645,77.4166666666667,4.9,9.791666667,
