datetime_local,Air temperature (degC),Dew point temperature (degC),Relative humidity (%),Wind speed (km.h-1),Atmospheric pressure (kPa),Shortwave radiation (W.m-2),Precipitation (mm)
2018-07-21 0:00,18.6875,16.625,87.75,0.4,101.565,0,0
2018-07-21 1:00,18.5,16.225,86.875,0.8,101.56875,0,0
2018-07-21 2:00,18.625,15.7,83.5,2.4,101.5675,0,0
2018-07-21 3:00,18.7125,15.4625,81.75,3,101.5675,0,0
2018-07-21 4:00,18.6125,14.85,79,2.4,101.56875,0,0
2018-07-21 5:00,17.85,14.425,80.375,0.8,101.595,0,0
2018-07-21 6:00,16.2875,13.775,85.125,0,101.63125,0,0
2018-07-21 7:00,15.875,13.8,87.5,1.6,101.67625,6.125,0
2018-07-21 8:00,18.0125,15.1125,83.125,5,101.705,101.875,0
2018-07-21 9:00,20.4,16.1125,76.625,4.6,101.7225,255.875,0
2018-07-21 10:00,22.6375,16.6625,69,6.6,101.72875,423.25,0
2018-07-21 11:00,24.5125,17.525,65.25,5,101.7175,581.25,0
2018-07-21 12:00,25.8125,17.4875,60.125,4,101.7175,713,0
2018-07-21 13:00,26.7375,17.4,56.625,3.8,101.68,664,0
2018-07-21 14:00,27.4625,17.5125,54.75,4.2,101.64375,759.625,0
2018-07-21 15:00,28.1125,16.4125,49.125,7.2,101.6125,878,0
2018-07-21 16:00,28.625,16.45,47.75,7.2,101.56375,834.25,0
2018-07-21 17:00,28.975,16.2375,46.125,6.2,101.51875,748.25,0
2018-07-21 18:00,29.075,16.8,47.625,7.4125,101.46625,612.875,0
2018-07-21 19:00,29.2875,16.3875,45.75,5.8,101.45375,455.5,0
2018-07-21 20:00,29.2375,16.2375,45.5,3.8,101.42375,300.875,0
2018-07-21 21:00,28.025,18.0625,55,0.8,101.41125,135.5,0
2018-07-21 22:00,23.8875,18.1625,70.625,0.4,101.435,18.5,0
2018-07-21 23:00,21.05,15.7875,72.75,1,101.5025,0,0
2018-07-22 0:00,20.225,14.0375,68,2.2,101.5325,0,0
2018-07-22 1:00,20.6875,13.5375,63.625,4.4,101.565,0,0
2018-07-22 2:00,20.075,13.35,65.25,4.8,101.56875,0,0
2018-07-22 3:00,19.3625,13.05,67,5.2,101.565,0,0
2018-07-22 4:00,18.175,13,71.625,5.2,101.5775,0,0
2018-07-22 5:00,17.1625,12.4875,74,5,101.58875,0,0
2018-07-22 6:00,16.2125,12.1,76.625,5.6,101.57875,0,0
2018-07-22 7:00,15.1625,11.7875,80.125,3.8,101.585,10.125,0
2018-07-22 8:00,15.95,12.35,79.125,2.8,101.58875,97.625,0
2018-07-22 9:00,17.4375,12.125,71.125,8.05,101.5925,190.5,0
2018-07-22 10:00,19.8375,11.625,59.125,12.1,101.62,403.625,0
2018-07-22 11:00,20.8625,12.3625,58.25,8.25,101.62375,321.875,0
2018-07-22 12:00,20.025,13.1875,64.875,4,101.6825,140.875,0
2018-07-22 13:00,19.7,14.7125,73.125,2.8,101.715,138.625,0
2018-07-22 14:00,19.475,15.7875,79.25,4.4,101.6925,196.125,0.3
2018-07-22 15:00,20.1625,16.5375,79.625,6,101.6625,241.125,0.2
2018-07-22 16:00,20.375,17.575,84,7.6125,101.64375,207.875,0.8
2018-07-22 17:00,21.075,18.35,84.5,8.8625,101.60375,343.75,0.2
2018-07-22 18:00,22.7125,19.1625,80.375,8.2375,101.59,454.375,0
2018-07-22 19:00,24,19.4375,75.75,14.1,101.52375,402.25,0
2018-07-22 20:00,24.1,19.475,75.375,12.7,101.5175,313.625,0
2018-07-22 21:00,23.75,19.175,75.625,11.9,101.54125,136.375,0
2018-07-22 22:00,22.95,19.1125,79,5.8,101.57125,33.375,0
2018-07-22 23:00,22.3125,19.0625,81.75,6,101.62375,0,0
2018-07-23 0:00,21.9,18.7,82,6.2,101.68375,0,0
2018-07-23 1:00,21.45,18.4375,83,7.4,101.6975,0,0
2018-07-23 2:00,21.225,18.3,83.375,7.2,101.7075,0,0
2018-07-23 3:00,20.9625,18.1375,84,8.025,101.69,0,0
2018-07-23 4:00,20.5125,17.95,85.25,6,101.7,0,0
2018-07-23 5:00,20.6,18.0625,85.375,6.8,101.6925,0,0
2018-07-23 6:00,20.95,18.175,84.25,7.8125,101.70625,0,0
2018-07-23 7:00,21.0375,18.6625,86.25,6.2,101.7275,0.5,0
2018-07-23 8:00,21.125,19.2875,89.25,5.8,101.765,26.5,0
2018-07-23 9:00,21.275,19.65,90.5,7.2,101.78875,45.625,0.4
2018-07-23 10:00,22.1,20.4375,90.375,6,101.82,124.75,0
2018-07-23 11:00,24.0625,21.375,85,8.425,101.8225,345.75,0
2018-07-23 12:00,25.575,21.9875,80.625,7.2125,101.83375,362.125,0
2018-07-23 13:00,26.55,22.3,77.625,8.0125,101.845,382.875,0
2018-07-23 14:00,26.8875,22.05,74.875,8.8625,101.8475,342.125,0
2018-07-23 15:00,27.025,22.125,74.625,8.85,101.81875,288.625,0
2018-07-23 16:00,26.85,22.5,77.125,6.6,101.8275,271.125,0
2018-07-23 17:00,27.075,22.8625,77.75,4.8,101.8075,208.75,0
2018-07-23 18:00,25.9625,22.9125,83.25,5.4,101.79375,190.125,0.2
2018-07-23 19:00,25.125,22.7125,86.5,7.2125,101.75375,126.875,0
2018-07-23 20:00,24.8875,22.65,87.5,6.4,101.745,85.875,0
2018-07-23 21:00,24.25,22.325,89,4.4,101.785,35.375,0
2018-07-23 22:00,24.4875,22.225,87.25,7.6125,101.78125,11.875,0
2018-07-23 23:00,24.2625,22.1125,87.75,6.6125,101.82625,0,0
2018-07-24 0:00,23.7125,21.8625,89.375,5.8,101.83,0,0.2
2018-07-24 1:00,24.0125,21.6,86.375,6.6125,101.83125,0,0
2018-07-24 2:00,24.7,21.375,81.875,10.8625,101.845,0,0
2018-07-24 3:00,24.6625,21.225,81.25,11.875,101.83375,0,0
2018-07-24 4:00,24.425,20.8375,80.375,11.9,101.8275,0,0
2018-07-24 5:00,24.0875,20.3125,79.5,9.65,101.85625,0,0
2018-07-24 6:00,23.725,19.7,78.125,10.875,101.87,0,0
2018-07-24 7:00,23.65,19.275,76.625,11.3,101.88375,4.5,0
2018-07-24 8:00,23.8125,19.1375,75.125,12.1,101.88,60.375,0
2018-07-24 9:00,24.05,19.6,76.125,10.275,101.87875,133.5,0
2018-07-24 10:00,24.5625,19.7625,74.625,13.9,101.875,127.625,0
2018-07-24 11:00,25.1625,20.1875,73.875,13.3,101.84,242.5,0
2018-07-24 12:00,26.6125,20.55,69.375,15.2875,101.82,360,0
2018-07-24 13:00,26.875,20.875,69.75,10.875,101.79375,387.5,0
2018-07-24 14:00,28.6125,21.2625,64.625,11.2875,101.755,613.5,0
2018-07-24 15:00,28.8625,21.2375,63.5,10.275,101.71125,444.625,0
2018-07-24 16:00,29.4375,21.0375,60.75,10.6625,101.6325,377.625,0
2018-07-24 17:00,30.6,20.5625,55.125,14.9,101.5725,601.875,0
2018-07-24 18:00,30.0625,20.8875,57.875,10.875,101.5075,332,0
2018-07-24 19:00,30.6375,20.425,54.625,11.4875,101.45,423.25,0
2018-07-24 20:00,29.4375,20.6625,59.25,6.2125,101.42625,123.125,0
2018-07-24 21:00,27.95,21.1625,66.625,4,101.44375,29.75,0
2018-07-24 22:00,26.575,21.125,72.125,2,101.4575,3.375,0
2018-07-24 23:00,25.55,20.8375,75.25,1.8,101.45375,0,0
2018-07-25 0:00,25.8625,20.6875,73.125,6.4,101.4475,0,0
2018-07-25 1:00,25,20.425,75.75,5.4,101.4375,0,0
2018-07-25 2:00,25.1,20.25,74.5,9.65,101.405,0,0
2018-07-25 3:00,24.8,20.0125,74.75,12.5,101.3625,0,0
2018-07-25 4:00,24.1375,19.7875,76.75,10.0625,101.33125,0,0
2018-07-25 5:00,23.7625,19.55,77.375,9.05,101.30625,0,0
2018-07-25 6:00,23.3125,19.275,78.25,8.45,101.28875,0,0
2018-07-25 7:00,23.175,19.0875,77.75,10.4625,101.24875,7,0
2018-07-25 8:00,23.6,19.1125,76,12.3,101.23375,67,0
2018-07-25 9:00,23.925,19.3625,75.625,13.1,101.21375,96.75,0
2018-07-25 10:00,24.875,19.9875,74.25,11.0625,101.19625,222.5,0
2018-07-25 11:00,25.825,20.5375,72.625,11.5,101.18875,320.625,0
2018-07-25 12:00,26.7875,20.6375,69,13.9,101.16375,416.125,0
2018-07-25 13:00,27.45,20.4125,65.5,16.1,101.09875,413.5,0
2018-07-25 14:00,27.775,20.55,64.875,14.9,101.0425,396.875,0
2018-07-25 15:00,27.975,20.7625,65,13.3,100.96625,365.375,0
2018-07-25 16:00,28.2125,20.9375,64.75,13.5,100.8575,325,0
2018-07-25 17:00,28.0625,21.025,65.625,17.5,100.78,298.5,0
2018-07-25 18:00,25.4625,21.325,77.875,14.9,100.7725,259.75,0
2018-07-25 19:00,25.4875,21.35,78,12.3,100.70125,167.25,0
2018-07-25 20:00,25.275,21.225,78.25,9.0625,100.645,60.125,0
2018-07-25 21:00,24.9375,21.175,79.625,10.875,100.6425,16.625,0
2018-07-25 22:00,22.2375,20.275,88.75,7.425,100.67875,0.25,8
2018-07-25 23:00,21.4375,20.35,93.5,5,100.70625,0,12.1
2018-07-26 0:00,21.275,20.325,94.375,4.6,100.7125,0,4.3
2018-07-26 1:00,21.1375,20.2375,94.625,3.2,100.7125,0,3.5
2018-07-26 2:00,20.575,19.775,95,6.2125,100.67625,0,2.6
2018-07-26 3:00,20.2625,19.4,94.75,6.2125,100.63625,0,0.1
2018-07-26 4:00,20.1375,19.2875,94.875,3.4,100.6275,0,0
2018-07-26 5:00,20,19.15,95,3.8,100.595,0,0
2018-07-26 6:00,19.9125,19.05,94.75,2.8,100.55625,0,0
2018-07-26 7:00,19.925,19.025,94.5,2.6,100.54125,0.125,0
2018-07-26 8:00,20.1375,19.2125,94.5,3.8,100.5675,15.125,0
2018-07-26 9:00,20.2875,19.4,94.625,5,100.59375,37.75,0
2018-07-26 10:00,20.9375,20.1875,95.375,5.2,100.595,123.875,0
2018-07-26 11:00,21.8875,20.875,94,6.2125,100.5725,204.25,0
2018-07-26 12:00,22.125,20.9125,92.875,4.8,100.56625,212.125,0.4
2018-07-26 13:00,22.9125,21.3625,91,6,100.57625,299.625,0
2018-07-26 14:00,23.475,21.4,88.125,6.2,100.575,346.375,0
2018-07-26 15:00,23.65,21.3,86.75,5.6,100.55875,285.5,0.1
2018-07-26 16:00,24.3125,21.325,83.5,4,100.5475,317.625,0
2018-07-26 17:00,24.8625,21.8125,83.125,6,100.53125,354.125,0
2018-07-26 18:00,25.6,21.8875,80,5.8,100.50875,344,0
2018-07-26 19:00,25.9875,22.0875,79.125,6.825,100.485,340,0
2018-07-26 20:00,25.525,21.925,80.5,6,100.51375,165.75,0
2018-07-26 21:00,24.225,21.3,83.875,8.225,100.58625,100.5,0.4
2018-07-26 22:00,21.125,19.3,89.375,4.8,100.6475,30.25,0.3
2018-07-26 23:00,20.8,19.5,92.25,3.8,100.71125,0,0
2018-07-27 0:00,20.7125,19.35,92.125,3.6,100.755,0,0
2018-07-27 1:00,20.55,19.35,92.75,4.6,100.76375,0,0
2018-07-27 2:00,20.4625,19.2875,93,6.6,100.7525,0,0
2018-07-27 3:00,20.0375,18.625,91.5,6.2,100.7825,0,0
2018-07-27 4:00,20.0125,18.425,90.625,7.6375,100.79125,0,0
2018-07-27 5:00,19.575,17.9625,90.5,6.8,100.77875,0,0
2018-07-27 6:00,19.3,17.575,89.75,6.625,100.81125,0,0
2018-07-27 7:00,19.0625,17.3625,89.75,3.8,100.84375,4.25,0
2018-07-27 8:00,18.7625,17.3625,91.5,1.2,100.8825,49,0
2018-07-27 9:00,20.525,18.375,87.625,4,100.94375,185.5,0
2018-07-27 10:00,21.825,18.8,82.875,5.2,100.99,242.75,0
2018-07-27 11:00,22.3625,18.7125,79.875,7.625,101.00875,220.625,0
2018-07-27 12:00,21.975,18.95,83,5,101.0525,172.875,0
2018-07-27 13:00,22.6375,19.6375,83.25,4,101.0725,363,0
2018-07-27 14:00,24.2625,19.7375,75.875,9.8625,101.0675,630.75,0
2018-07-27 15:00,25.4375,19.3375,69.125,10.25,101.02375,683,0
2018-07-27 16:00,26.4625,19.45,65.375,9.25,100.9675,824.625,0
2018-07-27 17:00,27.025,19.3,62.75,9.25,100.9475,737.125,0
2018-07-27 18:00,27.4875,19.4625,61.625,8.6375,100.89125,593.5,0
2018-07-27 19:00,27.5125,19.3875,61.25,5.2,100.88875,389,0
2018-07-27 20:00,26.8875,19.675,64.625,4.6,100.88875,249.625,0
2018-07-27 21:00,26.05,20.325,70.875,0.8,100.92125,121.125,0
2018-07-27 22:00,23.5,20.425,82.75,3.8,100.95375,14.75,0
2018-07-27 23:00,20.0625,17.3125,84.125,9.6375,101.01625,0,1.5
2018-07-28 0:00,18.2,16.6,90.375,2.2,101.08,0,0
2018-07-28 1:00,17.5625,16.35,92.625,0.6,101.0825,0,0
2018-07-28 2:00,17.1,16.1125,94,1,101.11,0,0
2018-07-28 3:00,17.3125,16.3375,94.125,2.6,101.095,0,0
2018-07-28 4:00,17.3375,16.3375,93.875,2.8,101.05375,0,0.1
2018-07-28 5:00,16.7125,15.6625,93.5,3,101.0475,0,0
2018-07-28 6:00,16.525,15.5875,94,2,101.06125,0,0
2018-07-28 7:00,15.8,14.8375,94,0,101.08875,1.75,0
2018-07-28 8:00,17.7625,16.9,94.875,4.4,101.1175,81.5,0
2018-07-28 9:00,19.4,18.25,93,6.4125,101.16125,231.875,0
2018-07-28 10:00,20.85,18.575,86.875,9.45,101.1725,397.75,0
2018-07-28 11:00,22.075,18.725,81.25,12.4875,101.19875,564,0
2018-07-28 12:00,23.0125,18.6375,76.5,11.875,101.21875,685.125,0.1
2018-07-28 13:00,24.1875,18.775,71.875,8.6375,101.19125,796,0
2018-07-28 14:00,25.1875,18.625,67,11.05,101.14125,834.375,0
2018-07-28 15:00,25.4875,17.6,61.75,12.6875,101.07625,564.125,0
2018-07-28 16:00,24.9375,17.1625,62.125,12.4875,101.04875,384.125,0
2018-07-28 17:00,25.9125,17.9,61.375,11.675,101.0175,644.625,0
2018-07-28 18:00,25.425,16.55,58,13.275,100.99875,528.75,0
2018-07-28 19:00,24.225,17.9125,68,7.6125,101.03375,181.5,0
2018-07-28 20:00,23.9125,18.5,71.75,5.2,101.0225,210,0
2018-07-28 21:00,23.075,18.8375,77.125,1.4,101.03375,73.375,0
2018-07-28 22:00,21.9375,18.8625,82.875,1.2,101.04375,5.25,0
2018-07-28 23:00,20.1375,18.1,88.125,2.4,101.095,0,0
2018-07-29 0:00,19.6,17.7375,89,5.0125,101.1075,0,0
2018-07-29 1:00,18.925,16.8,87.5,3.6,101.1175,0,0
2018-07-29 2:00,18.0125,16.1875,89.25,3.2,101.135,0,0
2018-07-29 3:00,17.2625,15.625,90.125,5.625,101.155,0,0
2018-07-29 4:00,16.8875,15.25,90.25,6.825,101.1675,0,0
2018-07-29 5:00,16.9125,15.5125,91.5,8.25,101.1775,0,0
2018-07-29 6:00,16.875,15.4625,91.25,8.45,101.2075,0,0
2018-07-29 7:00,17.1,15.775,91.875,9.05,101.22875,1.375,0
2018-07-29 8:00,17.35,15.975,91.625,8.45,101.255,47.875,0
2018-07-29 9:00,17.7,16.2875,91.375,8.45,101.285,84.5,0
2018-07-29 10:00,18.45,16.65,89.375,10.0625,101.3425,146.375,0
2018-07-29 11:00,19.2875,17.0375,87,10.675,101.35,218.25,0
2018-07-29 12:00,20.8125,17.075,79.25,12.2875,101.32375,558.625,0
2018-07-29 13:00,22.1875,16.5125,70.375,12.7,101.32375,824.375,0
2018-07-29 14:00,22.675,15.9,65.625,14.1,101.3225,823.375,0
2018-07-29 15:00,22.55,15.325,63.75,13.7,101.32875,675.625,0
2018-07-29 16:00,23.5125,14.95,58.75,15.5,101.33,797.875,0
2018-07-29 17:00,24,14.5125,55.375,15.3,101.3325,748.5,0
2018-07-29 18:00,24.2375,14.575,54.875,13.7,101.33,598,0
2018-07-29 19:00,24.1125,14.325,54.375,12.5,101.335,435.25,0
2018-07-29 20:00,23.8875,14.8,56.875,8.85,101.31875,265,0
2018-07-29 21:00,22.6,15.6,64.625,5.4125,101.36125,107.5,0
2018-07-29 22:00,19.875,15.4375,75.625,3.2,101.3925,8.75,0
2018-07-29 23:00,18.8875,14.9625,78,4.6,101.41375,0,0
2018-07-30 0:00,18.525,14.55,77.75,4.8,101.41875,0,0
2018-07-30 1:00,17.55,14.4125,82,4.2,101.4425,0,0
2018-07-30 2:00,16.7875,14.1125,84.25,3.8,101.47125,0,0
2018-07-30 3:00,17.0125,14.1375,83.125,5.6125,101.495,0,0
2018-07-30 4:00,16.3375,13.9,85.5,4.4,101.52125,0,0
2018-07-30 5:00,16.2625,14.2625,88,5.4,101.55125,0,0
2018-07-30 6:00,16.1375,14.1625,88.125,6.8375,101.56875,0,0
2018-07-30 7:00,16.1375,14.075,87.625,7.2375,101.58875,2,0
2018-07-30 8:00,16.8,14.1875,84.5,8.65,101.63,72.25,0
2018-07-30 9:00,18.0625,14.775,81.125,9.05,101.635,224,0
2018-07-30 10:00,19.6,15.8875,79,11.875,101.63625,393.25,0
2018-07-30 11:00,21.0875,16.575,75.375,11.475,101.62875,549.75,0
2018-07-30 12:00,22.525,17.0875,71.375,10.65,101.61625,682.375,0
2018-07-30 13:00,23.7375,17.5375,68.25,10.675,101.61625,778.125,0
2018-07-30 14:00,24.9625,17.775,64.375,10.6625,101.59,838.125,0
2018-07-30 15:00,25.65,17.25,59.75,14.9,101.57125,867.5,0
2018-07-30 16:00,26.0875,17.1875,58,13.9,101.55375,743.25,0
2018-07-30 17:00,26.3875,16.475,54.5,15.5,101.5325,728.75,0
2018-07-30 18:00,26.675,15.9625,51.875,13.1,101.52125,571.75,0
2018-07-30 19:00,26.5,15.875,52.125,11.6625,101.50375,421.125,0
2018-07-30 20:00,25.8,15.875,54.25,8.4375,101.50875,252.125,0
2018-07-30 21:00,23.575,15.5375,60.75,2.6,101.5,56.25,0
2018-07-30 22:00,21.3875,15.1375,67.625,3.6,101.4925,9.125,0
2018-07-30 23:00,20.0125,14.5375,70.875,4.6,101.52375,0,0
2018-07-31 0:00,19.175,14.275,73.25,4.8,101.53375,0,0
2018-07-31 1:00,19.125,13.85,71.5,4.4,101.525,0,0
2018-07-31 2:00,17.6125,13.7625,78.25,3.8,101.53875,0,0
2018-07-31 3:00,17.7625,14.5375,81.5,5.6,101.5825,0,0
2018-07-31 4:00,18.3375,15.1625,81.75,4.8,101.57,0,0
2018-07-31 5:00,18.325,15.075,81.375,5.8125,101.57125,0,0
2018-07-31 6:00,18.725,15.1125,79.625,6.425,101.585,0,0
2018-07-31 7:00,18.8125,15.45,80.875,8.0375,101.615,0.5,0
2018-07-31 8:00,18.85,15.825,82.625,8.25,101.6475,28,0
2018-07-31 9:00,19.35,16.3125,82.75,7.6375,101.6825,111,0
2018-07-31 10:00,20.3625,16.9625,80.875,9.65,101.71125,222,0
2018-07-31 11:00,22.2,17.55,75,12.2875,101.685,530.5,0
2018-07-31 12:00,23.85,17.925,69.5,11.0625,101.67125,686.125,0
2018-07-31 13:00,24.875,18.75,68.875,10.875,101.6625,782.25,0
2018-07-31 14:00,25.6375,18.475,64.625,10.25,101.655,836,0
2018-07-31 15:00,26.425,18.0125,60,12.0875,101.63125,841.875,0
2018-07-31 16:00,26.9875,18.2,58.625,10.4625,101.5925,816.5,0
2018-07-31 17:00,27.45,17.5125,54.75,10.2625,101.575,699,0
2018-07-31 18:00,27.5125,17.0875,53,8.8375,101.54625,583.25,0
2018-07-31 19:00,27.3375,17.5625,55.25,8.2375,101.53,427.875,0
2018-07-31 20:00,26.725,17.8125,58.125,6.2125,101.505,253,0
2018-07-31 21:00,25.475,18.0125,63.5,2.6,101.485,88.625,0
2018-07-31 22:00,21.75,18.2375,80.625,1.2,101.48125,6.625,0
2018-07-31 23:00,19.8375,17.675,87.375,2.2,101.525,0,0
2018-08-01 0:00,18.9125,17.125,89.375,0.6,101.515,0,0
2018-08-01 1:00,18.4625,16.5125,88.5,1.4,101.51,0,0
2018-08-01 2:00,17.6875,16.0625,90.25,0.8,101.505,0,0
2018-08-01 3:00,17.5875,15.8375,89.625,0,101.52125,0,0
2018-08-01 4:00,17.7,16.0125,90,0.4,101.49875,0,0
2018-08-01 5:00,18.15,16.225,88.75,0.2,101.47375,0,0
2018-08-01 6:00,18.225,16.4625,89.5,0.4,101.51375,0,0
2018-08-01 7:00,18.9375,17.025,88.75,1.6,101.4625,0.125,0
2018-08-01 8:00,19.475,17.175,86.5,1.6,101.48875,14.375,0
2018-08-01 9:00,20.275,17.7875,85.625,3.6,101.4775,108.5,0
2018-08-01 10:00,22.475,18.9375,80.5,3.8,101.4625,249.625,0
2018-08-01 11:00,23.5875,19.525,78,3.8,101.4425,338.25,0
2018-08-01 12:00,25.8375,20.15,70.875,8.8375,101.385,605.625,0
2018-08-01 13:00,25.5625,19.1125,67.625,12.3,101.355,373.5,0
2018-08-01 14:00,25.0875,19.1625,69.625,9.4625,101.3275,337.625,0
2018-08-01 15:00,25.625,19.575,69.25,8.6375,101.28375,440.25,0
2018-08-01 16:00,25.6875,19.925,70.5,7.425,101.2275,304,0
2018-08-01 17:00,25.1125,20.3625,75,4,101.18625,199,0
2018-08-01 18:00,25.2375,20.5625,75.375,6.2125,101.13125,202.125,0
2018-08-01 19:00,25.975,20.0625,70,10.275,101.10125,358.125,0
2018-08-01 20:00,25.2,19.7625,71.75,9.6625,101.07625,123.875,0
2018-08-01 21:00,24.425,19.7375,75.125,8.2375,101.03625,32.625,0
2018-08-01 22:00,23.8,19.75,78.125,4.8,100.985,4.125,0
2018-08-01 23:00,23.2625,19.8,81,4.4,100.99125,0,0
2018-08-02 0:00,22.9625,19.5625,81.125,5.2,100.9975,0,0
2018-08-02 1:00,22.9,19.6,81.5,6.2125,100.99625,0,0
2018-08-02 2:00,22.15,19.65,85.75,4.4,101.015,0,0
2018-08-02 3:00,21.6,19.7375,89.25,1.8,100.99375,0,0
2018-08-02 4:00,21.6,19.875,89.875,6.625,100.9675,0,0.4
2018-08-02 5:00,21.2625,20.025,92.75,10.6625,100.96,0,4.3
2018-08-02 6:00,21.1375,20.1125,93.875,6.4,100.90375,0,0.1
2018-08-02 7:00,21.225,20.225,94,7.825,100.90875,0.5,0
2018-08-02 8:00,21.425,20.3875,93.875,8.2375,100.96,16.125,0
2018-08-02 9:00,21.7875,20.625,93.125,9.05,101.03375,71.375,0
2018-08-02 10:00,22.45,20.4375,88.375,15.7,101.06,239,0
2018-08-02 11:00,23.2625,20.075,82.375,20.5125,101.09375,422.25,0
2018-08-02 12:00,24,19.7,77,21.5125,101.145,367.75,0
2018-08-02 13:00,24.5625,19.625,74,24.55,101.1675,508.875,0
2018-08-02 14:00,25.175,19.675,71.625,21.5125,101.17625,488,0
2018-08-02 15:00,25.6375,19.7125,69.875,22.325,101.17875,530.75,0
2018-08-02 16:00,25.5875,20.05,71.5,19.1,101.24,502.125,0
2018-08-02 17:00,25.8375,19.9125,69.875,18.3,101.28125,536.625,0
2018-08-02 18:00,25.875,19.4875,67.875,13.0875,101.3025,350.25,0
2018-08-02 19:00,25.8,19.325,67.5,11.075,101.3125,277.75,0
2018-08-02 20:00,25.2375,19.875,72.25,4.4,101.3125,135.5,0
2018-08-02 21:00,24.7,19.6875,73.75,4.8,101.33625,110.75,0
2018-08-02 22:00,22.6375,19.25,81.5,1.4,101.37625,5.625,0
2018-08-02 23:00,21.4375,19.025,86.125,2.4,101.40875,0,0
2018-08-03 0:00,21,18.8,87.25,3.8,101.455,0,0
2018-08-03 1:00,20.6625,18.55,87.625,4,101.46375,0,0
2018-08-03 2:00,20.8375,18.525,86.625,4.8,101.47125,0,0
2018-08-03 3:00,20.975,18.475,85.625,4.6,101.50125,0,0
2018-08-03 4:00,21.2875,18.5875,84.625,5.4,101.5125,0,0
2018-08-03 5:00,20.725,18.3375,86.25,4.8,101.54125,0,0
2018-08-03 6:00,20.6625,18.3,86.5,6.4125,101.53625,0,0
2018-08-03 7:00,20.5625,18.175,86.25,6.4125,101.55625,0.5,0
2018-08-03 8:00,20.575,18.5375,88.125,5.2,101.5725,29,0
2018-08-03 9:00,21.6,19.3375,87,8.85,101.62625,89,0
2018-08-03 10:00,22.1375,19.775,86.375,8.0375,101.6675,158,0
2018-08-03 11:00,23.2875,20.1875,82.875,9.45,101.6825,281.625,0
2018-08-03 12:00,24.1125,20.5125,80.25,9.45,101.69375,347.75,0
2018-08-03 13:00,24.8625,20.5625,77,10.65,101.71625,482,0
2018-08-03 14:00,25.4875,20.6875,74.875,10.2625,101.72,460.75,0
2018-08-03 15:00,25.775,20.925,74.625,8.85,101.71875,449.5,0
2018-08-03 16:00,25.725,20.7625,74.125,9.25,101.68875,375.125,0
2018-08-03 17:00,25.7625,20.7375,73.875,7.4375,101.66125,319.875,0
2018-08-03 18:00,25.6625,20.975,75.375,5.4,101.65125,261.25,0
2018-08-03 19:00,25.575,20.7375,74.75,4.4,101.635,210.75,0
2018-08-03 20:00,25.15,21.275,79.125,0.8,101.59375,103.5,0
2018-08-03 21:00,24.625,21.7,83.75,0,101.58625,61,0
2018-08-03 22:00,23,21.2,89.625,0.2,101.625,2.125,0
2018-08-03 23:00,21.875,20.5125,92,0,101.67375,0,0
2018-08-04 0:00,20.8375,19.7375,93.5,0,101.6775,0,0
2018-08-04 1:00,20.3625,19.3625,94,0,101.655,0,0
2018-08-04 2:00,19.9125,18.9875,94.375,0,101.625,0,0
2018-08-04 3:00,19.6125,18.725,94.625,0,101.59375,0,0
2018-08-04 4:00,19.3125,18.4625,94.875,0,101.57125,0,0
2018-08-04 5:00,19.35,18.5375,95,0,101.5675,0,0
2018-08-04 6:00,19.2,18.3875,95,0,101.56625,0,0
2018-08-04 7:00,18.9125,18.1125,95.125,0,101.56625,0,0
2018-08-04 8:00,19.0375,18.325,95.5,0,101.5775,15.625,0
2018-08-04 9:00,19.7,18.9875,95.5,0.2,101.6175,56.625,0
2018-08-04 10:00,20.5875,19.875,95.5,0.6,101.61875,120.75,0
2018-08-04 11:00,22,20.9125,93.625,1,101.655,223.875,0
2018-08-04 12:00,23.1875,21.0125,87.625,2,101.62125,282.875,0
2018-08-04 13:00,24.0875,21.1,83.375,2.2,101.6075,396.25,0
2018-08-04 14:00,25.4125,20.7375,75.5,4.2,101.55,728.625,0
2018-08-04 15:00,26.125,20.1,69.5,4.8,101.515,560,0
2018-08-04 16:00,24.9625,20.4125,75.875,3,101.5275,105.875,0
2018-08-04 17:00,23.625,21.25,86.625,6.2125,101.50125,277.625,0.2
2018-08-04 18:00,25.0375,21.675,81.625,7.0125,101.4625,498.875,0
2018-08-04 19:00,25.375,20.825,76,6,101.5,345.375,0
2018-08-04 20:00,24.8625,20.175,75.25,4.4,101.47125,183.875,0.1
2018-08-04 21:00,23.7625,19.625,77.625,3.6,101.49,89.375,0
2018-08-04 22:00,21.575,19.1125,86,3,101.49875,7.75,0
2018-08-04 23:00,20.1,18.6,91,0.8,101.52,0,0
2018-08-05 0:00,18.975,17.825,93.125,0,101.52375,0,0
2018-08-05 1:00,17.9625,16.9875,93.875,0,101.55,0,0
2018-08-05 2:00,17.7625,16.875,94.625,0.6,101.5225,0,0
2018-08-05 3:00,17.6375,16.85,95.125,0.2,101.5225,0,0
2018-08-05 4:00,17.525,16.8,95.375,0,101.5375,0,0
2018-08-05 5:00,17.5625,16.8375,95.5,0.6,101.55125,0,0
2018-08-05 6:00,17.2125,16.5125,95.625,0.2,101.585,0,0.1
2018-08-05 7:00,17.4,16.75,96,0.6,101.61625,0.125,0
2018-08-05 8:00,17.8125,17.15,96,0,101.66875,40,0
2018-08-05 9:00,19.6,18.9375,96,4.4125,101.68125,180.125,0
