datetime_local,Air temperature (degC),Dew point temperature (degC),Relative humidity (%),Wind speed (km.h-1),Atmospheric pressure (kPa),Shortwave radiation (W.m-2),Precipitation (mm)
2018-09-02 18:00,23.4,21.2125,87.625,9.45,101.63,158.5,0.1
2018-09-02 19:00,23.525,21.55,88.625,5.2,101.59875,134,0
2018-09-02 20:00,23.4125,21.4875,88.875,1.2,101.55875,39.25,0
2018-09-02 21:00,22.85,21.225,90.625,0.4,101.54125,2.875,0
2018-09-02 22:00,22.6875,21.125,91,1.6,101.54375,0,0
2018-09-02 23:00,22.4375,20.875,90.875,5.825,101.5725,0,2.3
2018-09-03 0:00,21.7875,20.7875,94,4.6,101.57125,0,2.9
2018-09-03 1:00,21.6625,20.7875,94.875,7.225,101.56375,0,3.8
2018-09-03 2:00,21.5125,20.6875,95,13.7,101.6125,0,1.6
2018-09-03 3:00,21.275,20.5375,95.5,10.25,101.60875,0,0.3
2018-09-03 4:00,21.625,20.775,95,9.65,101.6,0,0.1
2018-09-03 5:00,21.725,20.775,94.375,10.85,101.6125,0,0
2018-09-03 6:00,21.8375,20.8375,94,10.05,101.63375,0,0
2018-09-03 7:00,21.875,20.9,94.125,8.45,101.6725,0,0.1
2018-09-03 8:00,21.975,21.0125,94.375,7.4375,101.69875,6.375,0
2018-09-03 9:00,22.4,21.4125,94.125,8.65,101.73,54.125,0.1
2018-09-03 10:00,23.1625,21.9375,92.75,11.475,101.72625,182.375,0
2018-09-03 11:00,24.2375,22.5625,90.375,12.075,101.71125,248.875,0
2018-09-03 12:00,25.75,23.125,85.5,15.3,101.695,396.125,0.1
2018-09-03 13:00,26.0375,22.7625,82.375,15.7,101.6675,335.375,0
2018-09-03 14:00,23.6375,22.0375,90.75,10.2625,101.595,51.125,0.5
2018-09-03 15:00,24.2875,22.8875,92,7.6375,101.52875,269,0.1
2018-09-03 16:00,25.35,23.1,87.375,11.6875,101.46,343.625,0
2018-09-03 17:00,25.8125,23.2125,85.625,11.275,101.44375,341.25,0
2018-09-03 18:00,25.85,22.9625,84.125,9.8625,101.44125,190.375,0
2018-09-03 19:00,25.6875,23.3,86.625,7.025,101.43,131.875,0.1
2018-09-03 20:00,25.35,23.3375,88.5,6.225,101.44625,58.5,0
2018-09-03 21:00,24.6125,23.0375,90.875,4.8125,101.4925,10.875,0
2018-09-03 22:00,23.6875,22.4125,92.625,5.6125,101.6175,0,0
2018-09-03 23:00,22.7125,21.5375,93,6.2,101.71,0,0
2018-09-04 0:00,22.3,21.1375,93.125,7.225,101.7775,0,0.1
2018-09-04 1:00,21.8375,20.75,93.75,6.8375,101.81375,0,0
2018-09-04 2:00,21.15,20.15,94,6.2125,101.84,0,0
2018-09-04 3:00,20.5875,19.6375,94.25,4.8,101.87875,0,0
2018-09-04 4:00,20.2125,19.325,94.625,4.4,101.89625,0,0
2018-09-04 5:00,19.85,18.575,92.5,6.8125,101.945,0,0
2018-09-04 6:00,18.9125,17.275,90.25,5.8,102.02875,0,0
2018-09-04 7:00,17.85,16.075,89.375,4.4,102.1075,0,0
2018-09-04 8:00,17.0125,15.4875,90.75,3.8,102.17875,13.125,0
2018-09-04 9:00,17.9,16.0625,89.125,4.6,102.25375,150.75,0
2018-09-04 10:00,19.45,16.55,83.5,4.8,102.31625,314.125,0
2018-09-04 11:00,20.8625,15.6875,72.375,6.6125,102.3325,485.5,0.1
2018-09-04 12:00,22.275,14.175,60.375,7.0125,102.34125,628.75,0
2018-09-04 13:00,23.1,12.575,51.625,6.6,102.3375,703.875,0
2018-09-04 14:00,23.7125,13.375,52.375,7.0125,102.3175,729.875,0
2018-09-04 15:00,24.1875,13.8625,52.5,4,102.28625,730.5,0
2018-09-04 16:00,24.4875,12.925,48.625,6.0125,102.25,671.875,0
2018-09-04 17:00,24.1,13.1625,50.5,4.6,102.22125,420.375,0
2018-09-04 18:00,23.55,12.65,50.5,5,102.1925,306.875,0
2018-09-04 19:00,22.8,13.825,57.375,3,102.165,164.875,0
2018-09-04 20:00,20.6,16.725,78.625,0.4,102.1425,61.5,0
2018-09-04 21:00,18.6875,16.2625,85.875,0,102.1175,6.875,0
2018-09-04 22:00,16.5875,15.225,91.625,0.4,102.145,0,0.1
2018-09-04 23:00,16.075,14.9875,93.25,0.2,102.125,0,0
2018-09-05 0:00,15.95,14.8375,93,0.2,102.1175,0,0
2018-09-05 1:00,16.425,14.7,89.5,1.6,102.10375,0,0
2018-09-05 2:00,16.7625,14.7875,88.25,0.6,102.09125,0,0
2018-09-05 3:00,17.1125,14.7875,86.25,1.4,102.0475,0,0
2018-09-05 4:00,17.4875,14.7125,83.875,1.8,101.98625,0,0
2018-09-05 5:00,17.1875,14.7,85.375,0.4,101.95375,0,0
2018-09-05 6:00,17.1875,14.9375,86.625,0.2,101.9625,0,0
2018-09-05 7:00,17.65,15.225,85.75,0.6,101.96375,0,0
2018-09-05 8:00,17.775,15.2,85,2,101.95125,1,0
2018-09-05 9:00,18.375,15.5875,83.75,0.2,101.95375,40.25,0
2018-09-05 10:00,19.85,16.375,80.5,3.4,101.91375,150.625,0
2018-09-05 11:00,22.0875,16.775,71.875,8.8375,101.8575,236,0
2018-09-05 12:00,22.9125,17.975,73.75,10.25,101.8475,222.75,0
2018-09-05 13:00,21.8875,19.3625,85.625,5.6125,101.81875,285.875,0.7
2018-09-05 14:00,24.7625,21.0125,79.75,9.6625,101.7475,474.75,0
2018-09-05 15:00,27.1125,22.325,75.25,14.1,101.6625,685.375,0
2018-09-05 16:00,28.4125,23.1875,73.375,16.1,101.60375,631.25,0.1
2018-09-05 17:00,29.225,23.1375,69.875,15.3,101.51625,523.625,0
2018-09-05 18:00,29.4,23.3875,70.125,11.875,101.40125,360.625,0
2018-09-05 19:00,28.9,23.35,72.125,7.625,101.32125,183.625,0
2018-09-05 20:00,28.0125,23.05,74.5,6.4125,101.27375,75.125,0
2018-09-05 21:00,26.525,22.825,80.125,3,101.24625,8.25,0
2018-09-05 22:00,26.1,22.3125,79.75,6.6,101.225,0,0
2018-09-05 23:00,25.9625,21.8,77.75,10.0625,101.18125,0,0
2018-09-06 0:00,26.575,21.975,75.875,14.3,101.13125,0,0
2018-09-06 1:00,27.1,21.975,73.375,17.5,101.10125,0,0
2018-09-06 2:00,27.1875,21.85,72.625,18.9,101.085,0,0
2018-09-06 3:00,26.775,21.675,73.75,19.1,101.045,0,0
2018-09-06 4:00,26.2625,21.8125,76.5,17.1,101.08125,0,0
2018-09-06 5:00,25.275,21.5375,79.75,11.6625,101.13,0,0
2018-09-06 6:00,24.2,20.3375,79.125,11.7,101.18875,0,0
2018-09-06 7:00,22.375,18.5,78.75,13.5,101.2825,0,0.1
2018-09-06 8:00,20.65,17.8625,84.125,11.275,101.395,0.125,0.1
2018-09-06 9:00,19.475,17.875,90.5,2,101.495,11.25,0.4
2018-09-06 10:00,19.8625,18.5375,92.25,2.4,101.54625,95.25,0
2018-09-06 11:00,20.0125,17.85,87.375,7.825,101.6025,137.125,0
2018-09-06 12:00,20.0125,14.3875,70.125,12.9,101.68125,345.5,0
2018-09-06 13:00,19.9625,13.375,65.75,13.1,101.785,437.125,0
2018-09-06 14:00,19.8875,13.7375,67.875,11.3,101.83125,564.25,0
2018-09-06 15:00,20.4875,12.6125,60.625,10.675,101.845,616.5,0
2018-09-06 16:00,20.95,11.4125,54.5,9.05,101.82875,605.875,0
2018-09-06 17:00,21.275,10.45,50.125,10.4875,101.79625,552.5,0
2018-09-06 18:00,21.0875,10.7375,51.625,9.2625,101.81125,437.25,0
2018-09-06 19:00,20.3,11.2,56,5.8,101.84875,184,0
2018-09-06 20:00,19.2875,13.075,67.625,0.4,101.89125,78.375,0
2018-09-06 21:00,16.425,13.775,84.25,0,101.8925,11,0
2018-09-06 22:00,14.9625,13.025,88.125,0,102.0125,0,0
2018-09-06 23:00,13.3875,11.525,88.5,0.8,102.075,0,0
2018-09-07 0:00,12.45,11.175,91.875,0,102.085,0,0
2018-09-07 1:00,11.475,10.3375,92.75,0,102.09375,0,0
2018-09-07 2:00,10.725,9.725,93.625,0,102.10375,0,0
2018-09-07 3:00,10.0375,9.0375,93.5,0,102.09,0,0
2018-09-07 4:00,9.35,8.45,94,0,102.10375,0,0
2018-09-07 5:00,8.7625,7.8625,94,0,102.105,0,0
2018-09-07 6:00,7.9375,7.0375,94.125,0,102.1125,0,0
2018-09-07 7:00,7.3,6.425,94.25,0,102.13,0,0
2018-09-07 8:00,6.725,5.8875,94.5,0,102.15375,9.875,0
2018-09-07 9:00,9.0375,8.275,95,0,102.19375,130.25,0
2018-09-07 10:00,12.95,12.05,94.375,0,102.19125,293.75,0
2018-09-07 11:00,16.0875,13.2375,83.25,0,102.1425,468.25,0
2018-09-07 12:00,18.5,12.3625,67.5,2.2,102.11375,606.625,0
2018-09-07 13:00,19.6625,10.5625,55.875,5.6,102.0525,708.375,0
2018-09-07 14:00,20.175,10.0875,52.25,11.7,102.00125,757.875,0
2018-09-07 15:00,20.55,10,50.875,10.6625,101.925,739.375,0
2018-09-07 16:00,20.8375,10.4625,51.5,10.2625,101.855,683.5,0
2018-09-07 17:00,21.15,10.5625,50.875,11.5,101.80625,586.25,0
2018-09-07 18:00,21.075,10.525,50.875,10.675,101.74875,434.75,0
2018-09-07 19:00,20.4,9.8,50.5,10.875,101.7225,273.375,0
2018-09-07 20:00,19.4,10.525,56.5,4.0125,101.73375,95.5,0
2018-09-07 21:00,16.5,10.7125,68.75,4.8,101.72,6,0
2018-09-07 22:00,14.4375,9.9875,74.75,3.8,101.74125,0,0
2018-09-07 23:00,12.8,9.6875,81.25,1.4,101.7675,0,0
2018-09-08 0:00,12.0875,9.4375,84,2.6,101.77125,0,0
2018-09-08 1:00,12.075,9.2875,83.25,4.2125,101.8025,0,0
2018-09-08 2:00,13.575,9.275,75.25,6.825,101.88875,0,0
2018-09-08 3:00,12.9,8.0125,72.25,7.0125,101.9475,0,0
2018-09-08 4:00,11.8375,7.3,73.75,4.2,101.98875,0,0
2018-09-08 5:00,10.725,5.675,70.875,7.4125,102.0225,0,0
2018-09-08 6:00,9.5875,4.3625,69.875,6.4,102.04375,0,0
2018-09-08 7:00,8.3125,3.5625,72.125,4.6,102.105,0,0
2018-09-08 8:00,6.975,3.225,77.125,4.2,102.15875,9.5,0
2018-09-08 9:00,8.2625,3.85,73.875,7.425,102.24125,138.5,0.1
2018-09-08 10:00,9.4375,4.3125,70.375,12.1,102.29,312.75,0
2018-09-08 11:00,10.6875,4.7,66.625,11.4875,102.28875,478.625,0
2018-09-08 12:00,11.5375,4.5,62,12.5,102.29625,627.875,0
2018-09-08 13:00,12.3125,4.3875,58.5,12.5,102.295,707.375,0
2018-09-08 14:00,13.0625,4.675,56.75,12.1,102.26625,764.75,0
2018-09-08 15:00,13.95,4.9875,54.75,11.7,102.2375,762,0
2018-09-08 16:00,14.5375,4.725,51.75,12.3,102.20375,697.875,0
2018-09-08 17:00,15,4.4875,49.375,10.8875,102.16375,602.875,0
2018-09-08 18:00,15.2125,5.35,51.75,12.1,102.14,460,0
2018-09-08 19:00,14.5375,5.3625,54.125,10.675,102.16125,275.625,0
2018-09-08 20:00,13.5125,5.6125,58.875,7.825,102.21,104.625,0
2018-09-08 21:00,11.6375,5.6125,66.625,4.4,102.27625,5.625,0
2018-09-08 22:00,9.7875,5.5125,74.75,1.2,102.3375,0,0
2018-09-08 23:00,7.4125,4.5625,82.25,0,102.3875,0,0
2018-09-09 0:00,6.7125,4.4875,85.875,0.2,102.3925,0,0
2018-09-09 1:00,7.0875,4.5,83.875,1.6,102.41125,0,0
2018-09-09 2:00,5.2125,3.3125,87.625,0,102.43375,0,0
2018-09-09 3:00,3.675,2.175,89.875,0,102.445,0,0
2018-09-09 4:00,2.45,1.175,91.5,0.4,102.4525,0,0
2018-09-09 5:00,1.75,0.575,92,0.2,102.47,0,0
2018-09-09 6:00,1.225,0.0875,92.125,0,102.45125,0,0
2018-09-09 7:00,0.7125,-0.35,92.625,0,102.4825,0,0
2018-09-09 8:00,0.3,-0.7,93,0,102.54125,6.625,0
2018-09-09 9:00,2.2625,1.3375,93.625,0,102.57375,125.25,0.1
2018-09-09 10:00,7.2375,6.3125,93.875,2.2,102.625,294,0
2018-09-09 11:00,9.475,6.7125,83,5.6,102.645,465.625,0
2018-09-09 12:00,11.4875,6.25,70.25,4.8,102.645,604.375,0
2018-09-09 13:00,13.325,6.2625,62.375,4.8,102.63875,708.875,0
2018-09-09 14:00,14.2875,5.675,56.125,5.4,102.5925,753,0
2018-09-09 15:00,14.925,5.0875,51.75,6.6,102.5775,751,0
2018-09-09 16:00,15.7125,4.5375,47.375,7.2,102.52,688.375,0
2018-09-09 17:00,15.975,5.225,49,4,102.47625,565.5,0
2018-09-09 18:00,16.1,5.1,48,3.4,102.44125,409.75,0
2018-09-09 19:00,15.9375,4.725,47.375,6.2,102.42875,268.5,0
2018-09-09 20:00,14.625,4.9625,52.5,5.2,102.43875,78.75,0
2018-09-09 21:00,11.25,6.0375,70.625,1,102.465,3.5,0
2018-09-09 22:00,9.1875,5.575,78.375,0.6,102.52625,0,0
2018-09-09 23:00,7.9125,5.25,83.375,0.2,102.5425,0,0
2018-09-10 0:00,6.4,4.275,86.375,0.2,102.5675,0,0
2018-09-10 1:00,4.75,3.2125,89.75,0,102.59125,0,0
2018-09-10 2:00,4.075,2.7375,91.125,0,102.61625,0,0
2018-09-10 3:00,3.55,2.35,91.75,0,102.61125,0,0
2018-09-10 4:00,3.5625,2.4375,92.375,0.2,102.60375,0,0
2018-09-10 5:00,3.6375,2.5625,92.75,0.8,102.60375,0,0
2018-09-10 6:00,5.625,4.3,91.25,2,102.565,0,0
2018-09-10 7:00,6.35,4.575,88.5,2,102.53875,0,0
2018-09-10 8:00,6.25,4.425,88.25,1.6,102.57375,6.5,0
2018-09-10 9:00,6.8,4.95,88.25,1.6,102.60375,69.5,0
2018-09-10 10:00,9.425,6.6875,83.125,4.8,102.63,215.5,0
2018-09-10 11:00,12.5125,7.025,69.375,8.6375,102.62875,374,0.1
2018-09-10 12:00,13.9625,7.0125,62.875,12.5,102.62375,458.625,0
2018-09-10 13:00,15.4375,7.3375,58.5,11.5,102.57125,539,0
2018-09-10 14:00,16.2875,7.7125,56.875,10.9,102.56,532,0
2018-09-10 15:00,16.75,7.375,54,9.6875,102.4825,420.25,0
2018-09-10 16:00,17.2375,6.8,50.25,10.4875,102.42,395,0
2018-09-10 17:00,17.0125,7.225,52.5,9.2625,102.36875,249.375,0
2018-09-10 18:00,17.0125,7.9125,55.125,7.825,102.3025,153.875,0
2018-09-10 19:00,16.5375,8.1125,57.5,7,102.26375,69,0
2018-09-10 20:00,15.75,8.25,61,4.6,102.24625,21,0
2018-09-10 21:00,15.1,8.625,65.25,6.4125,102.23875,3,0
2018-09-10 22:00,14.0875,9.6,74.5,5.2,102.26625,0,0
2018-09-10 23:00,13.4125,9.9625,79.75,4.6,102.255,0,0
2018-09-11 0:00,12.0625,10.3125,89,6.2,102.2225,0,0.3
2018-09-11 1:00,11.875,10.7,92.5,6.8,102.14125,0,0.3
2018-09-11 2:00,12.0125,10.9125,93,7,102.05625,0,0
2018-09-11 3:00,12,10.95,93.25,5.8,101.9875,0,1.3
2018-09-11 4:00,12.075,11.1375,93.875,3.8,101.94875,0,2.4
2018-09-11 5:00,12.1625,11.3,94.5,3.2,101.89,0,2
2018-09-11 6:00,12.3625,11.5875,95,2.4,101.8625,0,0.8
2018-09-11 7:00,12.5625,11.775,95,3.2,101.82625,0,0.2
2018-09-11 8:00,12.75,12.025,95.25,2.4,101.8175,0.125,0.1
2018-09-11 9:00,13.1125,12.4,95.5,2.4,101.81875,24.75,0
2018-09-11 10:00,13.6375,12.9375,95.5,1.6,101.81875,55,0
2018-09-11 11:00,14.2625,13.575,95.5,2,101.8225,91.375,0.1
2018-09-11 12:00,15.075,14.3625,95.5,2.6,101.81375,154.375,0.1
2018-09-11 13:00,16,15.2875,95.5,3,101.7725,171.25,0
2018-09-11 14:00,16.725,15.925,95,4.2,101.77,178.625,0
2018-09-11 15:00,17.2875,16.4,94.5,5.4,101.7825,152,0
2018-09-11 16:00,18.15,16.775,91.625,7.4,101.78,220.75,0.1
2018-09-11 17:00,17.2125,16.0375,92.625,6.0125,101.81625,108.75,0
2018-09-11 18:00,17.3625,16.1875,92.875,4,101.84,84.625,0
2018-09-11 19:00,17.6,16.4125,92.5,3.6,101.8525,102,0
2018-09-11 20:00,17.725,16.1375,90.5,1.4,101.8725,31.875,0
2018-09-11 21:00,17.3,15.9,91.5,0.2,101.94125,1.75,0
2018-09-11 22:00,16.825,15.725,93.25,0,102.0075,0,0
2018-09-11 23:00,16.45,15.55,94.375,0,102.0275,0,0
2018-09-12 0:00,16.275,15.475,95,0,102.0675,0,0
2018-09-12 1:00,16.1625,15.375,95.125,0,102.0875,0,0
2018-09-12 2:00,15.9,15.15,95.25,0,102.09375,0,0
2018-09-12 3:00,15.875,15.275,96,0,102.11125,0,0
2018-09-12 4:00,15.875,15.275,96,0.2,102.14625,0,0
2018-09-12 5:00,15.7875,15.175,96,0,102.19875,0,0
2018-09-12 6:00,15.6625,15,96,0,102.2525,0,0
2018-09-12 7:00,15.675,15.1,96.375,0,102.26375,0,0
2018-09-12 8:00,15.6375,15.0875,96.5,0,102.32,1,0
2018-09-12 9:00,15.975,15.425,96.5,0,102.395,26.5,0.1
2018-09-12 10:00,16.6625,16.15,96.75,1.8,102.385,115,0
2018-09-12 11:00,17.85,16.95,94.5,4.2,102.3725,255.875,0
2018-09-12 12:00,19.3875,16.4,82.875,4.8,102.37875,430.625,0
2018-09-12 13:00,20.5125,15.975,75.375,3,102.3875,476.625,0
2018-09-12 14:00,21.3625,15.7125,70.25,3.2,102.35625,567.875,0
2018-09-12 15:00,21.7,15.15,66.375,1.6,102.33125,306.125,0
2018-09-12 16:00,22.8,15.5375,63.625,2.2,102.30875,557.875,0
2018-09-12 17:00,23.275,15.7625,62.875,2.6,102.27,579.625,0
2018-09-12 18:00,23.4,15.3625,60.625,2.2,102.23,415.125,0
2018-09-12 19:00,22.925,15.6625,63.625,1.8,102.22875,264,0
2018-09-12 20:00,21.25,16.9375,76.75,0,102.225,82,0
2018-09-12 21:00,17.575,15.6,88.25,0,102.24125,2.875,0
2018-09-12 22:00,15.6,14.425,92.625,0.4,102.26375,0,0
2018-09-12 23:00,14.525,13.55,93.75,0.2,102.245,0,0
2018-09-13 0:00,13.725,12.8375,94.375,0,102.2675,0,0
2018-09-13 1:00,12.7875,11.975,94.75,0,102.28375,0,0
2018-09-13 2:00,12.1375,11.375,95,0,102.31,0,0
2018-09-13 3:00,11.5375,10.7875,95,0.2,102.29625,0,0
2018-09-13 4:00,11.15,10.425,95.25,0,102.33375,0,0
2018-09-13 5:00,10.8625,10.1875,95.5,0,102.34125,0,0
2018-09-13 6:00,10.575,9.875,95.5,0,102.34,0,0
2018-09-13 7:00,10.275,9.6,95.5,0,102.38,0,0
2018-09-13 8:00,10.125,9.4375,95.625,0,102.41125,4.5,0
2018-09-13 9:00,11.6875,11.05,96,0,102.465,101.5,0
2018-09-13 10:00,15.4375,14.825,96.125,0.4,102.48625,253.5,0
2018-09-13 11:00,19.075,17.2375,89.25,2.6,102.49,418.625,0
2018-09-13 12:00,20.8875,16.875,77.875,2.2,102.50125,550.25,0
2018-09-13 13:00,22.3,17.1,72.375,3,102.47,638.625,0
2018-09-13 14:00,23.05,17.175,69.625,3.4,102.40875,685,0
2018-09-13 15:00,24.3,17.5875,66.25,3.6,102.345,679.75,0.1
2018-09-13 16:00,25.1,17.25,61.75,3.2,102.31125,622.5,0
2018-09-13 17:00,25.4375,17.6625,62.125,3.6,102.28875,519.75,0
2018-09-13 18:00,25.7625,17.525,60.375,2.8,102.26125,383.25,0
2018-09-13 19:00,25.6375,18.0375,63,1,102.22625,223.625,0
2018-09-13 20:00,23.4875,19.3,77.5,0,102.21125,69.625,0
2018-09-13 21:00,19.6,17.55,88.125,0.2,102.18125,2.75,0
2018-09-13 22:00,17.7625,16.5625,92.5,0,102.22,0,0.1
2018-09-13 23:00,16.45,15.3875,93.625,0.6,102.24625,0,0
2018-09-14 0:00,15.3625,14.475,94.375,0.4,102.2425,0,0
2018-09-14 1:00,14.3875,13.6,94.875,0.2,102.23375,0,0
2018-09-14 2:00,13.7125,12.925,95,0,102.23625,0,0
2018-09-14 3:00,13.1,12.3,95,0,102.23125,0,0
2018-09-14 4:00,12.425,11.65,95.125,0,102.225,0,0
2018-09-14 5:00,12.2625,11.575,95.5,0.2,102.21875,0,0
2018-09-14 6:00,12.0125,11.3,95.5,0,102.22,0,0.1
2018-09-14 7:00,11.8,11.15,95.875,0,102.2175,0,0
2018-09-14 8:00,12.1625,11.525,96,0,102.23875,4.25,0
2018-09-14 9:00,14.0125,13.375,96,0,102.27875,99.875,0
2018-09-14 10:00,17.275,16.6125,95.75,0.8,102.285,250,0
2018-09-14 11:00,20.95,18.6875,87,1.6,102.27,415.25,0
2018-09-14 12:00,22.6125,18.6875,78.5,5.4,102.26375,547.625,0
2018-09-14 13:00,24.225,18.9125,72.25,2.8,102.20125,642.125,0
2018-09-14 14:00,25.7125,18.5875,64.875,3.2,102.1575,688.125,0
2018-09-14 15:00,26.5,18.3625,61,4.4,102.11,685,0
2018-09-14 16:00,27.1375,17.975,57.5,3.8,102.035,631.25,0
2018-09-14 17:00,27.4,17.7125,55.5,3.4,101.9575,524.625,0
2018-09-14 18:00,27.6,17.925,55.625,2.2,101.89125,386.5,0
2018-09-14 19:00,27.6375,18.375,57.25,0.4,101.8475,228.5,0
2018-09-14 20:00,25.4625,20.425,74,0,101.845,69.25,0
2018-09-14 21:00,21.225,18.2,83.25,0.4,101.85,2.5,0
2018-09-14 22:00,18.4625,16.9875,91.25,0.6,101.86375,0,0
2018-09-14 23:00,17.0375,15.9375,93.25,0,101.88375,0,0
2018-09-15 0:00,15.9125,14.9125,93.875,1,101.89875,0,0
2018-09-15 1:00,15.1125,14.225,94.375,0.4,101.9,0,0
2018-09-15 2:00,14.1875,13.325,94.5,0,101.895,0,0
2018-09-15 3:00,13.675,12.85,94.875,0.2,101.8775,0,0
2018-09-15 4:00,13.325,12.5125,94.875,0.4,101.855,0,0
2018-09-15 5:00,13.0625,12.2625,95,0,101.8675,0,0
2018-09-15 6:00,12.725,11.9375,94.875,0.2,101.89,0,0
2018-09-15 7:00,12.0875,11.2875,95,0,101.89875,0,0.1
2018-09-15 8:00,11.875,11.075,95,0,101.93,4.25,0
2018-09-15 9:00,13.3375,12.6625,95.625,0,101.96875,105.5,0
2018-09-15 10:00,17.575,16.675,94.375,1.6,101.975,255.625,0
2018-09-15 11:00,20.675,18.1125,85.25,8.6375,101.94875,415.875,0
2018-09-15 12:00,22.9375,18.9375,78.25,6.4125,101.9425,546.75,0
2018-09-15 13:00,24.6375,19.125,71.5,8.2375,101.93875,637.75,0
2018-09-15 14:00,25.95,18.7875,64.625,6.8,101.89375,678.25,0
2018-09-15 15:00,26.9,19.9375,65.75,7.2125,101.8475,670.625,0
2018-09-15 16:00,27.35,21.125,68.875,8.4375,101.83375,625.375,0
2018-09-15 17:00,27.3,21.125,69,8.45,101.77625,517,0
2018-09-15 18:00,27.2125,21.375,70.5,8.6375,101.7675,313.625,0
2018-09-15 19:00,26.625,21.4875,73.5,6,101.755,147.125,0
2018-09-15 20:00,24.85,21.5,81.75,1.2,101.74,33.5,0
2018-09-15 21:00,23.2625,21.175,88,0.4,101.725,0.75,0
2018-09-15 22:00,22.075,20.4125,90.375,2.8,101.73625,0,0
2018-09-15 23:00,22.625,20.5875,88.375,6.625,101.72625,0,0
2018-09-16 0:00,22.3125,20.2875,88.25,6.8375,101.725,0,0
2018-09-16 1:00,21.325,19.65,90.375,6.025,101.76,0,0
2018-09-16 2:00,20.4375,19.1125,92.125,2.8,101.78,0,0.1
2018-09-16 3:00,19.4125,18.2625,93.125,1.8,101.78,0,0
2018-09-16 4:00,18.9125,17.9875,94.375,1.6,101.795,0,0
2018-09-16 5:00,18.0625,17.25,95,0.8,101.83125,0,0
2018-09-16 6:00,17.875,17.0875,95.125,1.6,101.87125,0,0
2018-09-16 7:00,17.3375,16.625,95.625,0.8,101.9025,0,0
2018-09-16 8:00,17.0125,16.3625,96,0.6,101.9575,2.125,0
2018-09-16 9:00,17.6,16.9375,96,0.8,102.035,84.25,0
2018-09-16 10:00,19.2125,18.2875,94.25,4.8,102.07,234.875,0
2018-09-16 11:00,19.6875,17.9875,89.875,9.6625,102.12625,242,0
2018-09-16 12:00,19.8125,18.3,91,7.0125,102.1525,191,0
2018-09-16 13:00,20.6125,18.825,89.5,5.2,102.1625,263.625,0
2018-09-16 14:00,22.7625,19.3625,81.375,4.8,102.1075,447.625,0
2018-09-16 15:00,23.9125,19.4625,76.25,3,102.08625,426.875,0
2018-09-16 16:00,25.0375,19.5375,71.625,2.6,102.04,585.125,0
2018-09-16 17:00,25.2375,19.4,70.125,2,101.99,331.875,0
2018-09-16 18:00,25.7875,19.4625,68.125,2.2,101.93125,362.375,0
2018-09-16 19:00,25.9125,19.1875,66.5,0.2,101.895,197.5,0
2018-09-16 20:00,24.175,20.2,78.75,0,101.8875,55,0
2018-09-16 21:00,20.675,18.9625,89.875,0,101.85125,1.25,0
2018-09-16 22:00,19.225,18.1125,93.125,0.8,101.8475,0,0
2018-09-16 23:00,18.4875,17.4875,93.75,1.4,101.825,0,0
2018-09-17 0:00,17.575,16.6375,94.25,0.6,101.81125,0,0
2018-09-17 1:00,16.9375,16.0375,94.5,0.2,101.7725,0,0.1
2018-09-17 2:00,16.9125,16.0625,94.75,0.6,101.7225,0,0
2018-09-17 3:00,16.6,15.775,94.875,0.4,101.6875,0,0
2018-09-17 4:00,16.85,16.05,95.125,1.8,101.6125,0,0
2018-09-17 5:00,16.25,15.4625,95.125,0,101.54375,0,0
2018-09-17 6:00,16.4375,15.725,95.5,0,101.49375,0,0
2018-09-17 7:00,16.9375,16.2125,95.5,1.2,101.47125,0,0
2018-09-17 8:00,19.4,18.4875,94.5,7.6375,101.455,2.5,0
2018-09-17 9:00,20.6875,19.225,91.375,11.4625,101.4675,89.5,0.1
2018-09-17 10:00,21.75,19.75,88.5,14.5,101.465,250.5,0
2018-09-17 11:00,23.05,20.45,85.5,13.9,101.41875,256.625,0
2018-09-17 12:00,24.9375,20.9,78.5,17.1,101.36375,572.375,0
2018-09-17 13:00,26.175,20.1375,69.375,17.9,101.2975,668.75,0
2018-09-17 14:00,26.9375,19.7125,64.75,20.3,101.2175,667.75,0
2018-09-17 15:00,27.6875,19.3375,60.5,20.9125,101.11875,691.125,0
2018-09-17 16:00,28.1625,18.9875,57.5,18.1,101.025,649.875,0
2018-09-17 17:00,28.0125,20.0375,61.875,17.3,100.91875,496.5,0
2018-09-17 18:00,27.475,19.8375,63.125,15.9,100.83625,371.25,0
2018-09-17 19:00,26.9375,19.4875,63.75,13.9,100.76875,205.875,0
2018-09-17 20:00,25.2,18.775,67.625,8.45,100.72875,41.875,0
2018-09-17 21:00,23.1625,18.2625,73.875,4.8,100.68125,1,0
2018-09-17 22:00,23.0125,17.9,73,8.65,100.6775,0,0
2018-09-17 23:00,22.3625,17.8625,75.5,11.05,100.69,0,0
2018-09-18 0:00,21.8125,17.6,77,12.8875,100.70125,0,0
2018-09-18 1:00,21.0375,17.5375,80.375,11.0625,100.70375,0,0
2018-09-18 2:00,20.6375,17.6375,83,12.0875,100.67375,0,0
2018-09-18 3:00,20.525,17.525,83,12.2875,100.64,0,0
2018-09-18 4:00,20.3125,17.5125,84,12.6875,100.58,0,0
2018-09-18 5:00,20.45,17.65,84,13.9,100.54125,0,0
2018-09-18 6:00,20.6375,17.9875,84.75,12.7,100.53875,0,0
